Product,Price,Image,Link,CPU,RAM,Storage,Graphics,Screen,Status,OS,Size,Connector,Brand
MacBook Pro 16 inch M1 Pro 2021 16 core-GPU,44.990.000,,https://www.thegioididong.com/laptop/apple-pro-16-m1-pro-2021-10-core-cpu,"Apple M1 Pro, 200GB/s",16 GB,512 GB SSD,"Card tích hợp, 16 nhân GPU","16.2"", Liquid Retina XDR display (3456 x 2234), 120Hz",New,Mac OS,Dài 355.7 mm - Rộng 248.1 mm - Dày 16.8 mm - Nặng 2.1 kg,"HDMI, 3 x Thunderbolt 4 USB-C, Jack tai nghe 3.5 mm",MACBOOK
MacBook Pro 14 inch M1 Pro 2021 16-core GPU,44.990.000,https://cdn.tgdd.vn/Products/Images/44/253703/macbook-pro-14-m1-pro-2021-bac-1-1-600x600.jpg,https://www.thegioididong.com/laptop/apple-macbook-pro-14-m1-pro-2021-10-core-cpu,"Apple M1 Pro, 200GB/s",16 GB,1 TB SSD,"Card tích hợp, 16 nhân GPU","14.2"", Liquid Retina XDR display (3024 x 1964), 120Hz",New,Mac OS,Dài 312.6 mm - Rộng 221.2 mm - Dày 15.5 mm - Nặng 1.6 kg,"HDMI, 3 x Thunderbolt 4 USB-C, Jack tai nghe 3.5 mm",MACBOOK
Asus Zenbook 14 Flip OLED UP3404VA i7 1360P (KN039W),33.990.0,https://cdn.tgdd.vn/Products/Images/44/304259/asus-zenbook-14-flip-oled-up3404va-i7-kn039w-thumb-1-600x600.jpg,https://www.thegioididong.com/laptop/asus-zenbook-14-flip-oled-up3404va-i7-kn039w,"i7, 1360P, 2.2GHz","16 GB, LPDDR5 (Onboard), 4800 MHz",512 GB SSD NVMe PCIe Gen 4.0,"Card tích hợp, Intel Iris Xe","14"", 2.8K (2880 x 1800) - OLED, 90Hz",New,Windows 11 Home SL,Dài 311.5 mm - Rộng 223.4 mm - Dày 15.9 mm - Nặng 1.5 kg,"2 x Thunderbolt 4 hỗ trợ display / power delivery, HDMI, Jack tai nghe 3.5 mm, 1 x USB 3.2",ASUS
Asus Gaming ROG Strix SCAR 15 G533ZM i7 12700H (LN2210W),36.990.000,https://cdn.tgdd.vn/Products/Images/44/299060/asus-rog-strix-scar-15-g533z-i7-ln2210w-thumb-600x600.jpg,https://www.thegioididong.com/laptop/asus-rog-strix-scar-15-g533z-i7-ln2210w,"i7, 12700H, 2.30 GHz","16 GB, DDR5 2 khe (1 khe 16 GB + 1 khe rời), 4800 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB), Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 2 TB)","Card rời, RTX 3060 6GB","15.6"", WQHD (2560 x 1440), 240Hz",New,Windows 11 Home SL,Dài 354 mm - Rộng 259 mm - Dày 27.2 mm - Nặng 2.3 kg,"1 x Thunderbolt 4 (hỗ trợ DisplayPort), HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 2 x USB 3.2, 1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort)",ASUS
Asus Vivobook 14 X1402ZA i3 1220P (EK249W),13.990.0,https://cdn.tgdd.vn/Products/Images/44/289613/asus-vivobook-14-x1402za-i3-ek249w-thumb-600x600.jpg,https://www.thegioididong.com/laptop/asus-vivobook-14-x1402za-i3-ek249w,"i3, 1220P, 1.1GHz","4 GB, DDR4 (Onboard 4 GB +1 khe rời), 3200 MHz",512 GB SSD NVMe PCIe,"Card tích hợp, Intel UHD","14"", Full HD (1920 x 1080) ",New,Windows 11 Home SL,Dài 324.9 mm - Rộng 213.9 mm - Dày 19.9 mm - Nặng 1.5 kg,"USB Type-C, HDMI, USB 2.0, Jack tai nghe 3.5 mm, 2 x USB 3.2",ASUS
Asus Vivobook S 14 Flip TP3402VA i5 13500H (LZ031W),21.990.0,https://cdn.tgdd.vn/Products/Images/44/304869/asus-vivobook-s-14-flip-tp3402va-i5-lz031w-thumb-1-600x600.jpg,https://www.thegioididong.com/laptop/asus-vivobook-s-14-flip-tp3402va-i5-lz031w,"i5, 13500H, 2.6GHz","16 GB, DDR4 2 khe (8 GB onboard+ 1 khe 8 GB), 3200 MHz",512 GB SSD NVMe PCIe,"Card tích hợp, Intel Iris Xe","14"", WUXGA (1920 x 1200)",New,Windows 11 Home SL,Dài 313.2 mm - Rộng 227.6 mm - Dày 18.9 mm - Nặng 1.5 kg,"HDMI, Jack tai nghe 3.5 mm, 1 x USB 2.0, 1 x USB 3.2, 1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort)",ASUS
Asus Gaming TUF Dash F15 FX517ZE i5 12450H (HN045W),29.990.0,https://cdn.tgdd.vn/Products/Images/44/284343/asus-tuf-gaming-fx517ze-i5-hn045w-thumb-600x600.jpg,https://www.thegioididong.com/laptop/asus-tuf-gaming-fx517ze-i5-hn045w,"i5, 12450H, 2GHz","8 GB, DDR5 2 khe (1 khe 8 GB + 1 khe trống), 4800 MHz","512 GB SSD NVMe PCIe, Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng","Card rời, RTX 3050Ti 4GB","15.6"", Full HD (1920 x 1080) , 144Hz",New,Windows 11 Home SL,Dài 354 mm - Rộng 251 mm - Dày 20.7 mm - Nặng 2 kg,"USB Type-C, Thunderbolt 4, HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 2 x USB 3.2",ASUS
Lenovo Ideapad 5 Pro 14IAP7 i5 1240P (82SH000SVN),18.990.000,https://cdn.tgdd.vn/Products/Images/44/288201/lenovo-ideapad-5-pro-14iap7-i5-82sh000svn-031222-023411-600x600.jpg,https://www.thegioididong.com/laptop/lenovo-ideapad-5-pro-14iap7-i5-82sh000svn,"i5, 1240P, 1.7GHz","16 GB, LPDDR5 (Onboard), 4800 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280) / 512 GB (2242))","Card tích hợp, Intel Iris Xe","14"", 2.8K (2880 x 1800), 90Hz",New,Windows 11 Home SL,Dài 312.2 mm - Rộng 221 mm - Dày 15.9 mm - Nặng 1.42 kg,"2 x USB Type-C, HDMI, Jack tai nghe 3.5 mm, 1 x USB 3.2 (Always on), 1 x USB 3.2",LENOVO
Asus Zenbook 14 OLED UX3402ZA i5 1240P (KM220W),26.990.0,https://cdn.tgdd.vn/Products/Images/44/284258/asus-zenbook-14-oled-ux3402za-i5-km218w-291222-050101-600x600.jpg,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3402za-i5-km218w,"i5, 1240P, 1.7GHz","8 GB, LPDDR5 (Onboard), 4800 MHz",512 GB SSD NVMe PCIe,"Card tích hợp, Intel Iris Xe","14"", 2.8K (2880 x 1800) - OLED 16:10, 90Hz",New,Windows 11 Home SL,Dài 313.6 mm - Rộng 220.6 mm - Dày 16.9 mm - Nặng 1.39 kg,"HDMI, Jack tai nghe 3.5 mm, 2 x Thunderbolt 4, 1 x USB 3.2",ASUS
HP EliteBook 630 G9 i7 1255U (6M146PA),24.190.000,https://cdn.tgdd.vn/Products/Images/44/285968/hp-elitebook-630-g9-i7-6m146pa-thumb-lap-600x600.jpg,https://www.thegioididong.com/laptop/hp-elitebook-630-g9-i7-6m146pa,"i7, 1255U, 1.7GHz","16 GB, DDR4 2 khe (1 khe 16 GB + 1 khe rời), 3200 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","Card tích hợp, Intel UHD","13.3"", Full HD (1920 x 1080) ",New,Windows 11 Home SL,Dài 306.9 mm - Rộng 208.4 mm - Dày 15.9 mm - Nặng 1.28 kg,"Thunderbolt 4, HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 2x SuperSpeed USB A",HP
Asus VivoBook X415EA i3 1115G4 (EK1386W),11.490.0,https://cdn.tgdd.vn/Products/Images/44/274920/asus-vivobook-x415ea-i3-ek1386w-220322-050907-600x600.jpg,https://www.thegioididong.com/laptop/asus-vivobook-x415ea-i3-ek1386w,"i3, 1115G4, 3GHz","4 GB, DDR4 (Onboard 4 GB +1 khe rời), 3200 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB), Hỗ trợ khe cắm HDD SATA","Card tích hợp, Intel UHD","14"", Full HD (1920 x 1080) ",New,Windows 11 Home SL,Dài 325.4 mm - Rộng 216 mm - Dày 19.9 mm - Nặng 1.6 kg,"USB Type-C, 2 x USB 2.0, HDMI, Jack tai nghe 3.5 mm, 1 x USB 3.2",ASUS
HP Pavilion 15 eg2059TU i5 1240P (6K789PA),15.090.000,https://cdn.tgdd.vn/Products/Images/44/288536/hp-pavilion-15-eg2059tu-i5-6k789pa-thumb-1-600x600.jpg,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2059tu-i5-6k789pa,"i5, 1240P, 1.7GHz","8 GB, DDR4 2 khe (1 khe 4 GB + 1 khe 4 GB), 3200 MHz",256 GB SSD NVMe PCIe,"Card tích hợp, Intel Iris Xe","15.6"", Full HD (1920 x 1080) ",New,Windows 11 Home SL,Dài 360.2 mm - Rộng 234 mm - Dày 17.9 mm - Nặng 1.72 kg,"USB Type-C, HDMI, Jack tai nghe 3.5 mm, 2 x USB 3.2",HP
Lenovo Yoga Slim 7 Pro 14IHU5 i5 11300H (82NH00AMVN),18.890.000,https://cdn.tgdd.vn/Products/Images/44/279449/lenovo-yoga-slim-7-pro-14ihu5-i5-82nh00amvn-thumb-1-600x600.jpg,https://www.thegioididong.com/laptop/lenovo-yoga-slim-7-pro-14ihu5-i5-82nh00amvn,"i5, 11300H, 3.1GHz","16 GB, LPDDR4 (Onboard), 4266 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","Card tích hợp, Intel Iris Xe","14"", 2.8K (2880 x 1800) - OLED, 90Hz",New,Windows 11 Home SL + Office Home & Student vĩnh viễn,Dài 312.4 mm - Rộng 221.4 mm - Dày 16.9 mm - Nặng 1.38 kg,"Jack tai nghe 3.5 mm, 2 x Thunderbolt 4, 1 x USB 3.2 (Always on)",LENOVO
Acer TravelMate B3 TMB311 31 C2HB N4020 (NX.VNFSV.006),5.990.000,https://cdn.tgdd.vn/Products/Images/44/265015/acer-travelmate-b3-tmb311-31-c2hb-n4020-600x600.jpg,https://www.thegioididong.com/laptop/acer-travelmate-b3-tmb311-31-c2hb-nxvnfsv006,"Celeron, N4020, 1.1GHz","4 GB, DDR4 (1 khe), Từ 2400 MHz (Hãng công bố)",128 GB SSD M2 PCIe,"Card tích hợp, Intel UHD 600","11.6"", HD (1366 x 768)",New,Windows 11 Home SL,Dài 295 mm - Rộng 215 mm - Dày 20.99 mm - Nặng 1.4 kg,"USB Type-C, HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 2 x USB 3.2",ACER
Acer Swift 3 SF314 512 56QN i5 1240P (NX.K0FSV.002),18.490.000,https://cdn.tgdd.vn/Products/Images/44/285765/acer-swift-3-sf314-512-56qn-i5-nxk0fsv002-ab-thumb-600x600.jpg,https://www.thegioididong.com/laptop/acer-swift-3-sf314-512-56qn-i5-nxk0fsv002,"i5, 1240P, 1.7GHz","16 GB, LPDDR4X (Onboard), 4267 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","Card tích hợp, Intel Iris Xe","14"", QHD (2160 x 1440)",New,Windows 11 Home SL,Dài 321 mm - Rộng 210.8 mm - Dày 15.9 mm - Nặng 1.2 kg,"HDMI, Jack tai nghe 3.5 mm, 2 x Thunderbolt 4, 2 x USB 3.2",ACER
HP Gaming VICTUS 15 fa0111TX i5 12500H (7C0R4PA),24.290.000,https://cdn.tgdd.vn/Products/Images/44/302486/hp-victus-15-fa0111tx-i5-7c0r4pa-thumb-laptop-600x600.jpg,https://www.thegioididong.com/laptop/hp-victus-15-fa0111tx-i5-7c0r4pa,"i5, 12500H, 2.5GHz","16 GB, DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB), 3200 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","Card rời, RTX 3050Ti 4GB","15.6"", Full HD (1920 x 1080) , 144Hz",New,Windows 11 Home SL,Dài 357.9 mm - Rộng 255 mm - Dày 23.5 mm - Nặng 2.29 kg,"HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 2x SuperSpeed USB A, 1 x SuperSpeed USB Type-C (hỗ trợ DisplayPort 1.4)",HP
MSI Gaming Cyborg 15 A12UCX i5 12450H (281VN),19.290.00,https://cdn.tgdd.vn/Products/Images/44/306134/msi-gaming-cyborg-15-a12ucx-i5-281vn-100623-021020-600x600.jpg,https://www.thegioididong.com/laptop/msi-gaming-cyborg-15-a12ucx-i5-281vn,"i5, 12450H, 2GHz","8 GB, DDR5 2 khe (1 khe 8 GB + 1 khe trống), 4800 MHz",512 GB SSD NVMe PCIe,"Card rời, RTX 2050 4GB","15.6"", Full HD (1920 x 1080) , 144Hz",New,Windows 11 Home SL,Dài 359.36 mm - Rộng 250.34 mm - Dày 22.9 mm - Nặng 1.98 kg,"HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 2 x USB 3.2, 1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)",MSI
Asus Vivobook 14X A1403ZA i3 1220P (LY143W),15.990.0,https://cdn.tgdd.vn/Products/Images/44/285770/asus-vivobook-14x-a1403za-i3-ly143w-170822-054940-600x600.jpg,https://www.thegioididong.com/laptop/asus-vivobook-14x-a1403za-i3-ly143w,"i3, 1220P, 1.1GHz","8 GB, DDR4 2 khe (1 khe 8 GB onboard + 1 khe trống), 3200 MHz",512 GB SSD NVMe PCIe,"Card tích hợp, Intel UHD","14"", WUXGA (1920 x 1200)",New,Windows 11 Home SL,Dài 317.1 mm - Rộng 222 mm - Dày 19.9 mm - Nặng 1.6 kg,"USB Type-C, HDMI, Jack tai nghe 3.5 mm, 1 x USB 2.0, 2 x USB 3.2",ASUS
HP Envy X360 13 bf0090TU i7 1250U (76B13PA),28.990.000,https://cdn.tgdd.vn/Products/Images/44/296789/hp-envy-x360-13-bf0090tu-i7-76b13pa-101122-093057-600x600.jpg,https://www.thegioididong.com/laptop/hp-envy-x360-13-bf0090tu-i7-76b13pa,"i7, 1250U, 1.1GHz","16 GB, LPDDR4 (Onboard), 4267 MHz",512 GB SSD NVMe PCIe,"Card tích hợp, Intel Iris Xe","13.3"", 2.8K (2880 x 1800) - OLED",New,Windows 11 Home SL,Dài 298.3 mm - Rộng 214.9 mm - Dày 16.1 mm - Nặng 1.34 kg,"Jack tai nghe 3.5 mm, 2 x Thunderbolt 4 with USB-C (Power Delivery and DisplayPort), 2 x USB 3.2",HP
HP Pavilion 14 dv2033TU i5 1235U (6K769PA),16.390.000,https://cdn.tgdd.vn/Products/Images/44/285239/hp-pavilion-14-dv2033tu-i5-6k769pa-180822-033109-600x600.jpg,https://www.thegioididong.com/laptop/hp-pavilion-14-dv2033tu-i5-6k769pa,"i5, 1235U, 1.3GHz","8 GB, DDR4 2 khe (1 khe 4 GB + 1 khe 4 GB), 3200 MHz",512 GB SSD NVMe PCIe,"Card tích hợp, Intel Iris Xe","14"", Full HD (1920 x 1080) ",New,Windows 11 Home SL,Dài 325 mm - Rộng 216.6 mm - Dày 17 mm - Nặng 1.41 kg,"HDMI, Jack tai nghe 3.5 mm, 2x SuperSpeed USB A, 1x SuperSpeed USB Type-C",HP
Asus Vivobook 15 X1502ZA i7 1260P (EJ582W),23.990.0,https://cdn.tgdd.vn/Products/Images/44/288632/asus-vivobook-15-x1502za-i7-ej582w-thumb-600x600.jpg,https://www.thegioididong.com/laptop/asus-vivobook-15-x1502za-i7-ej582w,"i7, 1260P, 2.1GHz","16 GB, DDR4 2 khe (8 GB onboard+ 1 khe 8 GB), 3200 MHz",512 GB SSD NVMe PCIe,"Card tích hợp, Intel Iris Xe","15.6"", Full HD (1920 x 1080) ",New,Windows 11 Home SL,Dài 359.7 mm - Rộng 232.5 mm - Dày 19.9 mm - Nặng 1.7 kg,"USB Type-C, HDMI, Jack tai nghe 3.5 mm, 1 x USB 2.0, 2 x USB 3.2",ASUS
MSI Modern 14 C7M R5 7530U (083VN),13.490.00,https://cdn.tgdd.vn/Products/Images/44/305768/TimerThumb/msi-modern-14-c7m-r5-083vn-(2).jpg,https://www.thegioididong.com/laptop/msi-modern-14-c7m-r5-083vn,"Ryzen 5, 7530U, 2GHz","8 GB, DDR4 (Onboard), 3200 MHz",512 GB SSD NVMe PCIe,"Card tích hợp, Radeon","14"", Full HD (1920 x 1080) ",New,Windows 11 Home SL,Dài 319.9 mm - Rộng 223 mm - Dày 19.35 mm - Nặng 1.4 kg,"2 x USB 2.0, HDMI, Jack tai nghe 3.5 mm, 1 x USB 3.2, 1 x USB Type-C 3.2 (hỗ trợ Power Delivery)",MSI
HP 240 G9 i5 1235U (6L1Y2PA),16.790.000,https://cdn.tgdd.vn/Products/Images/44/285963/hp-240-g9-i5-6l1y2pa-thumb-1-600x600.jpg,https://www.thegioididong.com/laptop/hp-240-g9-i5-6l1y2pa,"i5, 1235U, 1.3GHz","8 GB, DDR4 2 khe (1 khe 8 GB + 1 khe rời), 3200 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","Card tích hợp, Intel UHD","14"", Full HD (1920 x 1080) ",New,Windows 11 Home SL,Dài 324 mm - Rộng 225.9 mm - Dày 19.9 mm - Nặng 1.47 kg,"2 x USB 3.1, USB Type-C, HDMI, LAN (RJ45), Jack tai nghe 3.5 mm",HP
Dell Gaming G15 5511 i5 11400H (70266676),27.490.0,https://cdn.tgdd.vn/Products/Images/44/264354/dell-gaming-g15-5511-i5-70266676-290322-110237-600x600.jpg,https://www.thegioididong.com/laptop/dell-gaming-g15-5511-i5-70266676,"i5, 11400H, 2.7GHz","8 GB, DDR4 2 khe (1 khe 8 GB + 1 khe rời), 3200 MHz","256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2280) / 512 GB (2230))","Card rời, RTX 3050 4GB","15.6"", Full HD (1920 x 1080) , 120Hz",New,Windows 11 Home SL + Office Home & Student vĩnh viễn,Dài 357 mm - Rộng 272 mm - Dày 25 mm - Nặng 2.81 kg,"USB Type-C, HDMI, LAN (RJ45), 3 x USB 3.2, Jack tai nghe 3.5 mm",DELL
Dell Vostro 3400 i5 1135G7 (70270645),18.890.0,https://cdn.tgdd.vn/Products/Images/44/266085/dell-vostro-3400-i5-1135g7-8gb-256gb-600x600.jpg,https://www.thegioididong.com/laptop/dell-vostro-3400-i5-70270645,"i5, 1135G7, 2.4GHz","8 GB, DDR4 (2 khe), Từ 2666 MHz (Hãng công bố)","256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB), Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 2 TB)","Card tích hợp, Intel Iris Xe","14"", Full HD (1920 x 1080) ",New,Windows 11 Home SL + Office Home & Student vĩnh viễn,Dài 329 mm - Rộng 239 mm - Dày 19.9 mm - Nặng 1.64 kg,"HDMI, LAN (RJ45), USB 2.0, Jack tai nghe 3.5 mm, 2 x USB 3.2",DELL
Acer Aspire 3 A315 58 382Z i3 1115G4 (NX.ADDSV.00K),9.990.000,https://cdn.tgdd.vn/Products/Images/44/283438/acer-aspire-3-a315-58-382z-i3-nxaddsv00k-600x600.jpg,https://www.thegioididong.com/laptop/acer-aspire-3-a315-58-382z-i3-nxaddsv00k,"i3, 1115G4, 3GHz","8 GB, DDR4 (Onboard 4 GB + 1 khe 4 GB), Từ 2400 MHz (Hãng công bố)","256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB), Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB)","Card tích hợp, Intel UHD","15.6"", Full HD (1920 x 1080) ",New,Windows 11 Home SL,Dài 363.4 mm - Rộng 238.4 mm - Dày 19.9 mm - Nặng 1.7 kg,"HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 1 x USB 2.0, 2 x USB 3.2",ACER
MSI Gaming GF63 Thin 11UC i7 11800H (1228VN),19.990.00,https://cdn.tgdd.vn/Products/Images/44/306133/TimerThumb/msi-gaming-gf63-thin-11uc-i7-1228vn-(2).jpg,https://www.thegioididong.com/laptop/msi-gaming-gf63-thin-11uc-i7-1228vn,"i7, 11800H, 2.30 GHz","8 GB, DDR4 2 khe (1 khe 8 GB + 1 khe rời), 3200 MHz","512 GB SSD NVMe PCIe, Hỗ trợ khe cắm SATA 2.5 inch mở rộng (nâng cấp SSD hoặc HDD đều được)","Card rời, RTX 3050 4GB","15.6"", Full HD (1920 x 1080) , 144Hz",New,Windows 11 Home SL,Dài 359 mm - Rộng 254 mm - Dày 21.7 mm - Nặng 1.86 kg,"USB Type-C, HDMI, LAN (RJ45), 3 x USB 3.2, Jack tai nghe 3.5 mm, 1x Mic-in",MSI
Lenovo Legion 5 15IAH7 i5 12500H (82RC003WVN),26.990.000,https://cdn.tgdd.vn/Products/Images/44/292389/lenovo-legion-5-15iah7-i5-82rc003wvn-a-thumb-600x600.jpg,https://www.thegioididong.com/laptop/lenovo-legion-5-15iah7-i5-82rc003wvn,"i5, 12500H, 2.5GHz","8 GB, DDR5 2 khe (1 khe 8 GB + 1 khe trống), 4800 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280) / 512 GB (2242))","Card rời, RTX 3050Ti 4GB","15.6"", Full HD (1920 x 1080) , 165Hz",New,Windows 11 Home SL,Dài 358.8 mm - Rộng 262.35 mm - Dày 19.99 mm - Nặng 2.35 kg,"1 x Thunderbolt 4 (hỗ trợ DisplayPort), HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 1 x USB 3.2 (Always on), 2 x USB 3.2, 1 x USB-C 3.2 Gen 2 (hỗ trợ truyền dữ liệu and DisplayPort 1.4), 1 x USB-C 3.2 Gen 2 (hỗ trợ truyền dữ liệu, Power Delivery 135W and DisplayPort 1.4)",LENOVO
Dell Vostro 5620 i5 1240P (V6I5001W1),22.190.0,https://cdn.tgdd.vn/Products/Images/44/292397/dell-vostro-5620-i5-v6i5001w1-thumb-1-600x600.jpg,https://www.thegioididong.com/laptop/dell-vostro-5620-i5-v6i5001w1,"i5, 1240P, 1.7GHz","8 GB, DDR4 2 khe (1 khe 8 GB + 1 khe rời), 3200 MHz","256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2280) / 1 TB (2230))","Card tích hợp, Intel UHD","16"", Full HD+ (1920 x 1200)",New,Windows 11 Home SL + Office Home & Student vĩnh viễn,Dài 356 mm - Rộng 252 mm - Dày 18 mm - Nặng 1.97 kg,"HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 2 x USB 3.2, USB Type-C (hỗ trợ Power Delivery và DisplayPort)",DELL
HP 240 G9 i5 1235U (6L1Y1PA),15.790.000,https://cdn.tgdd.vn/Products/Images/44/291153/hp-240-g9-i5-6l1y1pa-thumb-1-600x600.jpg,https://www.thegioididong.com/laptop/hp-240-g9-i5-6l1y1pa,"i5, 1235U, 1.3GHz","8 GB, DDR4 2 khe (1 khe 8 GB + 1 khe rời), 3200 MHz","256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","Card tích hợp, Intel UHD","14"", Full HD (1920 x 1080) ",New,Windows 11 Home SL,Dài 324 mm - Rộng 225.9 mm - Dày 19.9 mm - Nặng 1.47 kg,"USB Type-C, HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 2x SuperSpeed USB A",HP
Dell Inspiron 15 3520 i3 1215U (i3U082W11BLU),12.990.0,https://cdn.tgdd.vn/Products/Images/44/302266/dell-inspiron-15-3520-i3-i3u082w11blu-thumb-600x600.jpg,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i3-i3u082w11blu,"i3, 1215U, 1.2GHz","8 GB, DDR4 2 khe (1 khe 8 GB + 1 khe rời), 2666 MHz","Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB), 256 GB SSD NVMe PCIe","Card tích hợp, Intel UHD","15.6"", Full HD (1920 x 1080) , 120Hz",New,Windows 11 Home SL + Office Home & Student vĩnh viễn,Dài 358.5 mm - Rộng 235.56 mm - Dày 16.96 ~ 18.99 mm - Nặng 1.9 kg,"HDMI, Jack tai nghe 3.5 mm, 1 x USB 2.0, 2 x USB 3.2",DELL
Asus Vivobook 15 X1504VA i5 1335U (NJ025W),17.990.0,https://cdn.tgdd.vn/Products/Images/44/305008/asus-vivobook-15-x1504va-i5-nj025w-thumb-600x600.jpg,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504va-i5-nj025w,"i5, 1335U, 1.3GHz","8 GB, DDR4 2 khe (1 khe 8 GB onboard + 1 khe trống), 3200 MHz","512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","Card tích hợp, Intel UHD","15.6"", Full HD (1920 x 1080) ",New,Windows 11 Home SL,Dài 359.7 mm - Rộng 232.5 mm - Dày 17.9 mm - Nặng 1.7 kg,"USB Type-C, HDMI, Jack tai nghe 3.5 mm, 1 x USB 2.0, 2 x USB 3.2",ASUS
Lenovo Ideapad 5 14IAL7 i5 1235U (82SD0060VN),15.990.000,https://cdn.tgdd.vn/Products/Images/44/287771/lenovo-ideapad-5-14ial7-i5-82sd0060vn-171222-040323-600x600.jpg,https://www.thegioididong.com/laptop/lenovo-ideapad-5-14ial7-i5-82sd0060vn,"i5, 1235U, 1.3GHz","8 GB, DDR4 (Onboard), 3200 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280) / 512 GB (2242))","Card tích hợp, Intel Iris Xe","14"", Full HD (1920 x 1080) ",New,Windows 11 Home SL,Dài 321.69 mm - Rộng 211.84 mm - Dày 16.9 mm - Nặng 1.44 kg,"2 x USB Type-C, HDMI, Jack tai nghe 3.5 mm, 1 x USB 3.2 (Always on), 1 x USB 3.2",LENOVO
Lenovo Ideapad Gaming 3 15IHU6 i5 11320H (82K101F3VN),15.990.000,https://cdn.tgdd.vn/Products/Images/44/302226/lenovo-ideapad-gaming-3-15ihu6-i5-82k101f3vn-thumb-600x600.jpg,https://www.thegioididong.com/laptop/lenovo-ideapad-gaming-3-15ihu6-i5-82k101f3vn,"i5, 11320H, 3.2GHz","8 GB, DDR4 2 khe (1 khe 8 GB + 1 khe rời), 3200 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280) / 512 GB (2242)), Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 1 TB)","Card rời, GTX 1650 4GB","15.6"", Full HD (1920 x 1080) , 120Hz",New,Windows 11 Home SL,Dài 359.6 mm - Rộng 251.9 mm - Dày 24.2 mm - Nặng 2.25 kg,"HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 2 x USB 3.2, 1 x USB Type-C (chỉ hỗ trợ truyền dữ liệu)",LENOVO
