Name,Price,URL,ImgURL,CPU,Ram,Ram_slot,Storage,Graphics,Display,Battery,Wireless,Weight,Size,Color,OS
Máy tính xách tay Apple Macbook Pro 13 Z16T0003V,38929000,https://www.phucanh.vn//laptop-apple-macbook-pro-m2-10gpu-16gb-256gb-silver-z16t0003v.html,https://phucanhcdn.com/media/product/250_47935_,M2 100GB/s,,1,256GB SSD,,Khoảng 13 inch,Battery,"Wi-Fi 6, Bluetooth 5.0",1.4Kg,"1.56 x 30.41 x 21.24 cm,Khoảng 13 inch",Silver,Mac OS
Laptop Asus Vivobook A1403ZA-KM161W,19990000,https://www.phucanh.vn//laptop-asus-vivobook-a1403za-km161w-oled.html,https://phucanhcdn.com/media/product/250_47859_laptop_asus_vivobook_a1403_a4.jpg,Core i5 Alder Lake 12500H 2.5 GHz,8Gb (Onboard) DDR4 3200,1,256GB SSD M.2 NVMe PCIe,Intel Iris Xe Graphics,Khoảng 14 inch,Battery,Wi-Fi 6(802.11ax)+Bluetooth 5.0 (Dual band) 2*2,"1,4","Khoảng 14 inch,31.71 x 22.20 x 1.99 ~ 1.99 cm",Blue,Windows 11 Home
Laptop Lenovo V series K14 G1 21CSS08J00,12990000,https://www.phucanh.vn//laptop-lenovo-k14-g1-21css08j00.html,https://phucanhcdn.com/media/product/250_47846_laptop_lenovo_k14_g1_intel_black_a_6.jpg,Core i3 Tiger Lake 1115G4 3.0 GHz,8Gb (4Gb onboard + 1 khe rời) DDR4 3200,1,256GB SSD M.2 NVMe PCIe,Intel Iris Xe Graphics,14.0inch Full HD,Battery,"11ac, 2x2 + BT5.0, 100/1000M","1,43 Kg","14.0inch Full HD,324 x 215 x 19.5 mm",Black,NoOS
Laptop Asus Vivobook A1503ZA-L1422W,19990000,https://www.phucanh.vn//laptop-asus-vivobook-a1503za-l1422w.html,https://phucanhcdn.com/media/product/250_47831_laptop_asus_vivobook_a1503za__a5.jpg,Core i5 Alder Lake 12500H 3.3 GHz,8Gb (Onboard) DDR4 3200,1,512GB SSD M.2 NVMe PCIe,Intel UHD Graphics,15.6inch Full HD,Battery,Wi-Fi 6(802.11ax)+Bluetooth 5.0 (Dual band) 2*2,"1,8 Kg","15.6inch Full HD,359 x 235 x 17.9-17.9 mm",Blue,Windows 11 Home
Máy tính xách tay Apple Macbook Pro 13 MNEQ3SA/A,38990000,https://www.phucanh.vn//laptop-apple-macbook-pro-m2-10gpu-8gb-512gb-silver-mneq3sa-a.html,https://phucanhcdn.com/media/product/250_47753_laptop_apple_macbook_pro_m2__silver_a3.jpg,M2 100GB/s,8Gb,1,512GB SSD,,Khoảng 13 inch,Battery,"Wi-Fi 6, Bluetooth 5.0",1.4Kg,"1.56 x 30.41 x 21.24 cm,Khoảng 13 inch",Silver,Mac OS
Máy tính xách tay Apple Macbook Pro 13 MNEP3SA/A,33990000,https://www.phucanh.vn//laptop-apple-macbook-pro-m2-10gpu-8gb-256gb-silver-mnep3sa-a.html,https://phucanhcdn.com/media/product/250_47751_laptop_apple_macbook_pro_m2__silver_a3.jpg,M2 100GB/s,8Gb,1,256GB SSD,,Khoảng 13 inch,Battery,"Wi-Fi 6, Bluetooth 5.0",1.4Kg,"1.56 x 30.41 x 21.24 cm,Khoảng 13 inch",Silver,Mac OS
Laptop Lenovo ThinkPad X13 GEN 3 21BN008JFQ,32990000,https://www.phucanh.vn//laptop-lenovo-thinkpad-x13-gen-3-21bn008jfq-core-i5-1235u-8gb-512gb-ssd-intel-iris-xe-graphics-13-3inch-wuxga-noos-black-carbon-fiber-3-year.html,https://phucanhcdn.com/media/product/250_51518_lenovo_thinkpad_x13_gen_3_intel_black_a9.jpg,Core i5 Alder Lake 1235U 1.3 GHz,8Gb (Onboard) DDR4 3200,Không hỗ trợ,512GB SSD M.2 NVMe PCIe,Intel Iris Xe Graphics,13.3inch WUXGA,Battery,"Intel AX211 Wi-Fi 6E, 2x2 + BT5.1","1,5 Kg","13.3inch WUXGA,328 x 223 x 17.95 mm",Black,NoOS
Laptop Lenovo Yoga Slim 7 Pro 14IAH7 82UT006CVN,32990000,https://www.phucanh.vn//laptop-lenovo-yoga-slim-7-pro-14ial7-82ut006cvn-core-i7-12700h-16gb-512gb-ssd-intel-iris-xe-graphics-14-0inch-2-8k-windows-11-home-cloud-grey-vo-nhom-pen-3-year.html,https://phucanhcdn.com/media/product/250_51517_lenovo_yoga_slim_7_pro_14iah7_intel_cloud_grey_a1.jpg,Core i7 Alder Lake 12700H 3.5 GHz,16Gb (Onboard) DDR5 4800,Không hỗ trợ,512GB SSD M.2 NVMe PCIe,Intel Iris Xe Graphics,14.0inch 2.8K,Battery,"Wi-Fi 6 - 802.11ax, Bluetooth v5.0","1,38 Kg","14.0inch 2.8K,315 x 221.6 x 14.9 mm",Grey,Windows 11 Home
Laptop Dell G series Gaming G15 5530 i7H165W11GR4050,42990000,https://www.phucanh.vn//laptop-dell-g-series-gaming-g15-5530-i7h165w11gr4050.html,https://phucanhcdn.com/media/product/250_51506_dell_g_series_gaming_g15_5530_i7h165w11gr4050_a8.jpg,Core i7 Raptor Lake 13650HX 2.6 GHz,16Gb (2x8Gb) DDR5 4800,2,512GB SSD M.2 NVMe PCIe,Nvidia GeForce RTX 4050 6GB GDDR6,15.6inch Full HD,Battery,802.11ax 2x2 WiFi and Bluetooth 5.2,"2,65 Kg","15.6inch Full HD,356 x 274 x 26.1 mm",Grey,Windows 11 Home + Office Student
Laptop Dell Inspiron 3520 71001747,23990000,https://www.phucanh.vn//may-tinh-xach-tay-dell-inspiron-3520-71001747-core-i7.html,https://phucanhcdn.com/media/product/250_49470_dell_inspiron_3520_intel_blakc_a3.jpg,Core i7 Alder Lake 1255U 3.5 GHz,8Gb DDR4 3200,2,512GB SSD M.2 NVMe PCIe,Intel Iris Xe Graphics,15.6inch Full HD,Battery,WiFi 802.11a/b/g/ Bluetooth 5.0,"1,9 Kg","15.6inch Full HD,381 x 256 x 25 mm",Black,Windows 11 Home + Office Student
Laptop HP EliteBook Dragonfly G3 6Z979PA,51990000,https://www.phucanh.vn//hp-elitebook-dragonfly-g3-6z979pa.html,https://phucanhcdn.com/media/product/250_49321_hp_elitebook_dragonfly_g3_blue__a4.jpg,Core i7 Alder Lake 1255U 3.5 GHz,16Gb (Onboard) DDR5 6400,Không hỗ trợ,512GB SSD M.2 NVMe PCIe 2280,Intel Iris Xe Graphics,Khoảng 13 inch,Battery,Intel Wi-Fi 6E AX211 (2x2) and Bluetooth 5.2 combo (supporting gigabit data rate),"0,99 Kg","Khoảng 13 inch,29.74 x 22.04 x 1.64 cm",Blue,Windows 11 Pro
Laptop Dell XPS 15 9520 70296962,84490000,https://www.phucanh.vn//may-tinh-xach-tay-dell-xps-15-9520-70296962.html,https://phucanhcdn.com/media/product/250_49135_dell_xps_15_9520_intel_silver_a5.jpg,Core i7 Alder Lake 12700H 3.5 GHz,16Gb DDR5 4800,2,1TB SSD M.2 NVMe PCIe,Nvidia GeForce RTX 3050Ti 4Gb GDDR6,15.6inch Full HD,Battery,Bluetooth 5.2/Wi-Fi 6 (WiFi 802.11ax)/,"1,92 Kg","15.6inch Full HD,328 x 246 x 21.9 mm",Silver,Windows 11 Home + Office Student
Laptop HP Envy X360 13-bf0090TU 76B13PA,32990000,https://www.phucanh.vn//laptop-hp-envy-x360-13-bf0090tu-76b13pa.html,https://phucanhcdn.com/media/product/250_49124_laptop_hp_envy_x360_13_bf0090tu_blue_a2.jpg,Core i7 Alder Lake 1250U 3.5 GHz,16Gb (Onboard) DDR4 4266,Không hỗ trợ,512GB SSD M.2 NVMe PCIe,Intel Iris Xe Graphics,13.3inch OLED Touch,Battery,Intel Wi-Fi 6 AX201 (2x2) and Bluetooth 5,"1,32 Kg","13.3inch OLED Touch,306 x 204 x 15.9 mm",Blue,Windows 11 Home
Laptop Lenovo ThinkPad T15 GEN 2 20W400GAVN,29990000,https://www.phucanh.vn//may-tinh-xach-tay-lenovo-thinkpad-t15-20w400gavn.html,https://phucanhcdn.com/media/product/250_49049_lenovo_thinkpad_t15_gen_2_intel_black_a7.jpg,Core i5 Tiger Lake 1135G7 2.4 GHz,16Gb (8Gb onboard + 1 khe rời) DDR4 3200,1,512GB SSD M.2 NVMe PCIe,Intel Iris Xe Graphics,15.6inch Full HD,Battery,"Intel AX211 Wi-Fi 6E, 2x2 + BT5.1","1,82 Kg","15.6inch Full HD,365 x 248 x 19.1 mm",Black,Windows 11 Home
Laptop Asus Vivobook Flip TP3402ZA-LZ159W,20990000,https://www.phucanh.vn//laptop-asus-vivobook-flip-tp3402za-lz159w.html,https://phucanhcdn.com/media/product/250_48956_laptop_asus_vivobook_flip_tp3402za_11.jpg,Core i5 Alder Lake 12500H 2.5 GHz,8Gb (Onboard) DDR4 3200,1,512GB SSD M.2 NVMe PCIe,Intel Iris Xe Graphics,14.0inch WUXGA,Battery,Wi-Fi 6(802.11ax)+Bluetooth 5.0 (Dual band) 2*2,"1,5 Kg","14.0inch WUXGA,327 x 225 x 17.5-17.6 mm",Silver,Windows 11 Home
Laptop Lenovo Legion Gaming 5 Pro 16IAH7H 82RF0045VN,59990000,https://www.phucanh.vn//may-tinh-xach-tay-lenovo-gaming-legion-5-pro-16iah7h-82rf0045vn.html,https://phucanhcdn.com/media/product/250_48948_3y__lenovo_gaming_legion_5_pro_16iah7h_intel_white_a.gif,Core i7 Alder Lake 12700H 3.5 GHz,16Gb (2x8Gb) DDR5 4800,2,512GB SSD M.2 NVMe PCIe,Nvidia GeForce RTX 3070Ti 8GB DDR6,Khoảng 16 inch,Battery,"Wi-Fi 6 11ax, 2x2 + BT5.1","2,49 Kg","Khoảng 16 inch,359.9 x 264.4 x 19.9 mm",Trắng,Windows 11 Home
Laptop Lenovo ThinkPad X1 NANO Gen 2 21E8003JVN,50990000,https://www.phucanh.vn//laptop-lenovo-thinkpad-x1-nano-gen-2-21e8003jvn.html,https://phucanhcdn.com/media/product/250_48925_laptop_lenovo_thinkpad_x1_nano_gen_2_intell_black_a6.gif,Core i7 Alder Lake 1260P 2.1 GHz,16Gb (Onboard) DDR5 5200,Không hỗ trợ,512GB SSD M.2 NVMe PCIe 2242,Intel Iris Xe Graphics,13.0inch,Battery,"Intel AX211 Wi-Fi 6E, 2x2 + BT5.1","0,97 Kg","13.0inch,293 x 208 x 14.8 mm",Black,Windows 11 Pro
Laptop Lenovo ThinkPad X13S GEN 1 21BX0017VN,36990000,https://www.phucanh.vn//may-tinh-xach-tay-lenovo-thinkpad-x13s-gen-1-21bx0017vn.html,https://phucanhcdn.com/media/product/250_48923_lenovo_thinkpad_x13s_gen_1_qualcomm_snapdragon_8cx_gen_3_black_a10.gif,Snapdragon 8cx Gen 3Qualcomm Kryo CPU Qualcomm Snapdragon 8cx Gen 3 5G 2.4 GhZ,16Gb (Onboard) DDR4 3200,Không hỗ trợ,512GB SSD M.2 NVMe PCIe,Intel Iris Xe Graphics,13.3inch WQXGA,Battery,"Qualcomm WCN6855 Wi-Fi 6E, 11ax, 2x2 + BT5.1","1,06 Kg","13.3inch WQXGA,298 x 206 x 13.4 mm",Black,Windows 11 Pro
Laptop Lenovo ThinkPad L14 GEN 3 21C1006YVA,28990000,https://www.phucanh.vn//laptop-lenovo-thinkpad-l14-gen-3-21c1006yva.html,https://phucanhcdn.com/media/product/250_48922_laptop_lenovo_thinkpad_l14_gen_3_intel_black_a2.jpg,Core i7 Alder Lake 1255U 3.5 GHz,16Gb DDR4 3200,2,512GB SSD M.2 NVMe PCIe,Intel Iris Xe Graphics,14.0inch Full HD,Battery,"Intel AX211 Wi-Fi 6E, 2x2 + BT5.1","1,5 Kg","14.0inch Full HD,325 x 217x 19.6 mm",Black,NoOS
Máy tính xách tay Dell Latitude 3420 3420I3SSDFB,13990000,https://www.phucanh.vn//laptop-dell-latitude-3420-3420i3ssdfb.html,https://phucanhcdn.com/media/product/250_48920_laptop_dell_latitude_3420_intel_black_a5.gif,Core i3 Tiger Lake 1115G4 3.0 GHz,8Gb DDR4 3200,2,256GB SSD M.2 NVMe PCIe,Intel UHD Graphics,14.0inch Full HD,Battery,Intel Wi-Fi 6 AX201 2x2 802.11ax 160MHz + Bluetooth 5.0,"1,52 Kg","14.0inch Full HD,326 x 226 x 17.6 mm",Black,NoOS
Laptop Dell XPS 13 9320 5CG56,59990000,https://www.phucanh.vn//may-tinh-xach-tay-dell-xps-13-9320-5cg56.html,https://phucanhcdn.com/media/product/250_48891_laptop_dell_xps_13_9320_intel_gen_12_silver_a5.gif,Core i7 Alder Lake 1260P 2.1 GHz,16Gb (Onboard) DDR4 3200,Không hỗ trợ,512GB SSD M.2 NVMe PCIe 2230,Intel Iris Xe Graphics,Khoảng 13 inch,Battery,Intel KillerTM Wi-Fi 6E 1675 (AX211) 2x2 + Bluetooth 5.2 Wireless Card,"1,2 Kg","Khoảng 13 inch,295 x 199 x 15.2 mm",Silver,Windows 11 Home + Office Student
Máy tính xách tay HP Envy X360 13-bf0095TU 76B15PA,29590000,https://www.phucanh.vn//laptop-hp-envy-x360-13-bf0095tu-76b15pa.html,https://phucanhcdn.com/media/product/250_48880_laptop_hp_envy_x360_13_intel_gold_a_7.gif,Core i5 Alder Lake 1230U 3.3 GHz,16Gb (Onboard) DDR4 4266,Không hỗ trợ,512GB SSD M.2 NVMe PCIe,Intel Iris Xe Graphics,Khoảng 13 inch,Battery,Intel Wi-Fi 6 AX201 (2x2) and Bluetooth 5,"1,32 Kg","Khoảng 13 inch,306 x 204 x 15.9 mm",Silver,Windows 11 Home
Laptop HP 15s fq5080TU 6K7A0PA,17290000,https://www.phucanh.vn//laptop-hp-15s-fq5080tu-6k7a0pa.html,https://phucanhcdn.com/media/product/250_48879_laptop_hp_15s_fq5145tu_intel_silver_a5.gif,Core i5 Alder Lake 1235U 1.3 GHz,8Gb (2x4Gb) DDR4 3200,2,256GB SSD M.2 NVMe PCIe,Intel Iris Xe Graphics,15.6inch Full HD,Battery,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi and Bluetooth 5 combo,"1,69","15.6inch Full HD,35.85 x 24.2 x 1.79 cm",Bạc,Windows 11 Home
Laptop Lenovo ThinkPad E15 GEN 4 21E600CGVA,20490000,https://www.phucanh.vn//may-tinh-xach-tay-lenovo-thinkpad-e15-gen-4-21e600cgva.html,https://phucanhcdn.com/media/product/250_48828_2y_laptop_lenovo_thinkpad_e15_gen_4_intel_black_a.gif,Core i5 Alder Lake 1235U 1.3 GHz,8Gb (Onboard) DDR4 3200,1,256GB SSD M.2 NVMe PCIe 2242,Intel Iris Xe Graphics,15.6inch Full HD,Battery,"Wi-Fi 6E 11ax, 2x2 + BT5.1","1,64 Kg","15.6inch Full HD,324 x 220 x 17.9 mm",Black,NoOS
Laptop Lenovo ThinkBook 13S G4 IAP 21AR005TVN,26090000,https://www.phucanh.vn//may-tinh-xach-tay-lenovo-thinkbook-13s-g4-iap-21ar005tvn.html,https://phucanhcdn.com/media/product/250_48825_2y_laptop_lenovo_thinkbook_13s_g4_iap_intel_a.gif,Core i5 Alder Lake 1240P 3.3 GHz,8Gb (Onboard) DDR5 4800,Không hỗ trợ,512GB SSD M.2 NVMe PCIe,Intel Iris Xe Graphics,13.3inch WQXGA,Battery,"Wi-Fi 6E 11ax, 2x2 + BT5.1","1,26 Kg","13.3inch WQXGA,297 x 211 x 14.9 mm",Grey,Windows 11 Home
Laptop Lenovo Legion Gaming 5 15IAH7H 82RB0047VN,44990000,https://www.phucanh.vn//laptop-lenovo-gaming-legion-5-15iah7h-82rb0047vn.html,https://phucanhcdn.com/media/product/250_48747_3y_laptop_lenovo_gaming_legion_5_15iah7h_intel_storm_grey_a8.gif,Core i7 Alder Lake 12700H 3.5 GHz,16Gb (2x8Gb) DDR5 4800,2,512GB SSD M.2 NVMe PCIe,Nvidia GeForce RTX 3060 6GB GDDR6,15.6inch WQHD,Battery,"Wi-Fi 6 11ax, 2x2 + BT5.1","2,4 Kg","15.6inch WQHD,374.45 x 248.05 x 19.5 mm",Grey,Windows 11 Home
Máy tính xách tay Asus Vivobook M3401QA-KM006W,22990000,https://www.phucanh.vn//laptop-asus-vivobook-pro-m3401qa-km006w.html,https://phucanhcdn.com/media/product/250_46049_vivobook_pro_14_m3401_silver_ha2.jpg,AMD Ryzen 5 5600H 3.3 GHz,8Gb (Onboard) DDR4 3200,Không hỗ trợ,512GB SSD M.2 NVMe PCIe,AMD Radeon Graphics,Khoảng 14 inch,Battery,Wi-Fi 6(Gig+)(802.11ax)+Bluetooth 5.0 (Dual band) 2*2,"1,4 Kg","Khoảng 14 inch,317.4 x 228.5 x 19.2-19.3 mm",Silver,Windows 11 Home
Laptop Dell XPS XPS 17 9710 XPS7I7001W1,81990000,https://www.phucanh.vn//laptop-dell-xps17-9710-xps7i7001w1.html,https://phucanhcdn.com/media/product/250_45875_xps17_9700_ha2.jpg,Core i7 Tiger Lake 11800H 2.3 GHz,16Gb (2x8Gb) DDR4 3200,Có,1TB SSD M.2 NVMe PCIe,Nvidia GeForce RTX 3050 4Gb GDDR6,Khoảng 17 inch,Battery,"Killer AX1650, 2x2 MIMO, 2.4/5 GHz, Wi-Fi 6 (WiFi 802.11ax), Bluetooth 5.1","2,11 Kg","Khoảng 17 inch,374.45 x 248.05 x 19.5 mm",Silver,Windows 11 Home + Office Student
Laptop MSI Modern 14 B11SBU-668VN,22490000,https://www.phucanh.vn//laptop-msi-modern-14-b11sbu-668vn.html,https://phucanhcdn.com/media/product/250_45500_modern_14_b11_grey_ha1.jpg,Core i5 Tiger Lake 1155G7 2.5 GHz,8Gb DDR4 3200,2,512GB SSD M.2 NVMe PCIe,Nvidia GeForce MX450 2GB GDDR6,14.0inch Full HD,Battery,Intel Wi-Fi 6 AX201(2*2 ax) + BT5.1,"1,3 Kg","14.0inch Full HD,319 x 219 x 15.9 mm",Grey,Windows 10
Máy tính bảng Microsoft Pro 8 Core i5/16GB/ 256G/ 13inch Platinum,28490000,https://www.phucanh.vn//microsoft-surface-pro-8-core-i5-1135g7-16gb-256g-win-11-home-13-platinum.html,https://phucanhcdn.com/media/product/250_46087_microsoft_surface_pro_8_platinum_4.jpg,,,2,,Intel Iris Xe Graphics,,Battery,"Wi-Fi 6, Bluetooth 5.0",,",",Platinum,
Máy tính xách tay Microsoft Surface Pro 7 Plus,39990000,https://www.phucanh.vn//microsoft-surface-pro-7-plus-i5-1135g7/-8gb-ram/-256gb-ssd/-12.3quot-platium.html,https://phucanhcdn.com/media/product/250_43591_surface_pro_7_plus_platium_ha2.jpg,Core i5 Tiger Lake 1135G7 2.4 GHz,8Gb,,256GB SSD,Intel Iris Xe Graphics,Khoảng 12 inch,Battery,"Wi-Fi 6, Bluetooth 5.1",0.77Kg,"Khoảng 12 inch,292 x 201 x 8.5 mm",Platinum,Windows 11 Home
Máy tính xách tay Microsoft Surface Pro 7 Plus,35990000,https://www.phucanh.vn//microsoft-surface-pro-7-plus-i5-1135g7/-8gb-ram/-128gb-ssd/-12.3quot-platium.html,https://phucanhcdn.com/media/product/250_43589_surface_pro_7_plus_platium_ha2.jpg,Core i5 Tiger Lake 1135G7 2.4 GHz,8Gb,,128GB SSD,Intel Iris Xe Graphics,Khoảng 12 inch,Battery,"Wi-Fi 6, Bluetooth 5.1",0.77Kg,"Khoảng 12 inch,292 x 201 x 8.5 mm",Platinum,Windows 11 Home
Laptop Apple Macbook Pro M1 8GPU/16Gb/512Gb Silver - Z11F000CF,48690000,https://www.phucanh.vn//laptop-apple-macbook-pro-m1-8gpu/16gb/512gb-silver-z11f000cf.html,https://phucanhcdn.com/media/product/250_42695_,,,2,,Intel Iris Xe Graphics,15.6inch Full HD,Battery,"Wi-Fi 6, Bluetooth 5.0",,,Black,Windows 11 Home
Máy tính xách tay Microsoft Surface Laptop Go,20790000,https://www.phucanh.vn//laptop-microsoft-surface-laptop-go-12.4quot-touchscreen-i5/8g/256gb-platinum.html,https://phucanhcdn.com/media/product/250_42442_surface_laptop_go_platinum_h1.png,Ice Lake 1035G1 1.00 GHz,8Gb DDR4,Không hỗ trợ,256GB SSD,,Khoảng 12 inch,Battery,"Wi-Fi 6, Bluetooth 5.0","1,1Kg","278.2 x 206.2 x 15.7 mm,Khoảng 12 inch",Platinum,Windows 10
Máy tính xách tay Microsoft Surface Laptop Go,15890000,https://www.phucanh.vn//laptop-microsoft-surface-laptop-go-12.4quot-touchscreen-i5/8g/128gb-sandstone.html,https://phucanhcdn.com/media/product/250_42439_surface_laptop_go_sandstone_h1.png,Ice Lake 1035G1 1.00 GHz,8Gb DDR4,Không hỗ trợ,128GB SSD,,Khoảng 12 inch,Battery,"Wi-Fi 6, Bluetooth 5.0","1,1Kg","278.2 x 206.2 x 15.7 mm,Khoảng 12 inch",Sandstone,Windows 10
Máy tính xách tay Microsoft Surface Laptop Go,15590000,https://www.phucanh.vn//laptop-microsoft-surface-laptop-go-12.4quot-touchscreen-i5/8g/128gb-platinum.html,https://phucanhcdn.com/media/product/250_42438_surface_laptop_go_platinum_h1.png,Ice Lake 1035G1 1.00 GHz,8Gb DDR4,Không hỗ trợ,128GB SSD,,Khoảng 12 inch,Battery,"Wi-Fi 6, Bluetooth 5.0","1,1Kg","278.2 x 206.2 x 15.7 mm,Khoảng 12 inch",Platinum,Windows 10
Laptop Apple Macbook Pro MYD82 SA/A Apple M1 8Gb/ 256Gb,36990000,https://www.phucanh.vn//laptop-apple-macbook-pro-myd82-sa/a-apple-m1-8gb/-256gb-space-gray.html,https://phucanhcdn.com/media/product/250_41248_macbook_pro_13_m1_2020_grey_ha1.jpg,,,2,,Intel Iris Xe Graphics,15.6inch Full HD,Battery,"Wi-Fi 6, Bluetooth 5.0",,,Black,Windows 11 Home
Máy tính xách tay Apple Macbook Air MGND3SA/A,29990000,https://www.phucanh.vn//laptop-apple-macbook-air-mgnd3sa/a-apple-m1-8gb/-256gb-gold.html,https://phucanhcdn.com/media/product/250_41246_macbook_air_m1_2020_gold_ha3.jpg,M1 Hãng không công bố,8Gb,1,256GB SSD,,Khoảng 13 inch,Battery,"Wi-Fi 6, Bluetooth 5.0",1.29Kg,"0.41-1.61 x 30.41 x 21.24 cm,Khoảng 13 inch",Gold,Mac OS
Laptop Apple Macbook Air MGNA3  Apple M1 8Gb/ 512Gb,35990000,https://www.phucanh.vn//laptop-apple-macbook-air-mgna3-sa/a-apple-m1-8gb/-512gb-silver.html,https://phucanhcdn.com/media/product/250_41245_macbook_air_m1_2020_silver_ha4.jpg,,,2,,Intel Iris Xe Graphics,15.6inch Full HD,Battery,"Wi-Fi 6, Bluetooth 5.0",,,Black,Windows 11 Home
Máy tính xách tay Apple Macbook Air MGN93SA/A,29990000,https://www.phucanh.vn//laptop-apple-macbook-air-mgn93sa/a-apple-m1-8gb/-256gb-silver.html,https://phucanhcdn.com/media/product/250_41244_macbook_air_m1_2020_silver_ha4.jpg,M1 Hãng không công bố,8Gb,1,256GB SSD,,Khoảng 13 inch,Battery,"Wi-Fi 6, Bluetooth 5.0",1.29Kg,"0.41-1.61 x 30.41 x 21.24 cm,Khoảng 13 inch",Silver,Mac OS
Máy tính xách tay Microsoft Surface Pro 7,35990000,https://www.phucanh.vn//microsoft-surface-pro-7-i7/256g/16g-black-256gb-ssd/-12.3inch/-wifi/bluetooth.html,https://phucanhcdn.com/media/product/250_39276_surface_pro_7_ha1.jpg,Ice Lake 1065G7 1.30 GHz,,,256GB SSD,Intel Iris Xe Graphics,Khoảng 12 inch,Battery,"Wifi, Bluetooth",0.775,"Khoảng 12 inch,29.2 x 20.1 x 0.84 cm",Black,Windows 10
Máy tính xách tay Microsoft Surface Go 2,16990000,https://www.phucanh.vn//microsoft-surface-go-2-128g/8gb-platium-128gb-ssd/-10.5inch/-wifi/bluetooth.html,https://phucanhcdn.com/media/product/250_39118_microsoft_surface_go_2_1.jpg,Amber Lake 4425Y 1.70 GHz,8Gb,,128GB SSD,Intel Iris Xe Graphics,10.5Inch Touch,Battery,Wifi/Bluetooth,0.544,"10.5Inch Touch,24.5 x 17.5 x 0.83 cm",Platinum,Windows 10 Home
Máy tính xách tay Microsoft Surface Pro 7,25000000,https://www.phucanh.vn//microsoft-surface-pro-7-i5/8g/256gb-platium-256gb/-12.3inch/-wifi/bluetooth.html,https://phucanhcdn.com/media/product/250_37913_microsoft_surface_pro_7_platium_1.jpg,Ice Lake 1035G4 1.10 GHz,8Gb,,256GB SSD,Intel Iris Xe Graphics,Khoảng 12 inch,Battery,"Wifi, Bluetooth",0.775,"Khoảng 12 inch,29.2 x 20.1 x 0.84 cm",Platinum,Windows 10
Laptop Apple Macbook Pro MYD92 SA/A Apple M1 8Gb/ 512Gb,41290000,https://www.phucanh.vn//laptop-apple-macbook-pro-myd92-sa/a-apple-m1-8gb/-512gb-space-gray.html,https://phucanhcdn.com/media/product/250_41249_macbook_pro_grey_ha2s.jpg,,,2,,Intel Iris Xe Graphics,15.6inch Full HD,Battery,"Wi-Fi 6, Bluetooth 5.0",,,Black,Windows 11 Home
Laptop Apple Macbook Air MGNE3  Apple M1 8Gb/ 512Gb,35990000,https://www.phucanh.vn//laptop-apple-macbook-air-mgne3-sa/a-apple-m1-8gb/-512gb-gold.html,https://phucanhcdn.com/media/product/250_41247_macbook_air_m1_2020_gold_ha3.jpg,,,2,,Intel Iris Xe Graphics,15.6inch Full HD,Battery,"Wi-Fi 6, Bluetooth 5.0",,,Black,Windows 11 Home
Laptop Apple Macbook Air MGN73  Apple M1 8Gb/ 512Gb,35990000,https://www.phucanh.vn//laptop-apple-macbook-air-mgn73-sa/a-apple-m1-8gb/-512gb-space-grey.html,https://phucanhcdn.com/media/product/250_41243_macbook_air_m1_2020_grey_ha4.jpg,,,2,,Intel Iris Xe Graphics,15.6inch Full HD,Battery,"Wi-Fi 6, Bluetooth 5.0",,,Black,Windows 11 Home
Máy tính xách tay Microsoft Surface Go 2,14990000,https://www.phucanh.vn//microsoft-surface-go-2-64g/4gb-platium-64gb/-10.5inch/-wifi/bluetooth.html,https://phucanhcdn.com/media/product/250_39119_microsoft_surface_go_2_platium_1_3.jpg,Amber Lake 4425Y 1.70 GHz,8Gb,,128GB SSD,Intel Iris Xe Graphics,10.5Inch Touch,Battery,Wifi/Bluetooth,0.544,"10.5Inch Touch,24.5 x 17.5 x 0.83 cm",Platinum,Windows 10 Home
Máy tính xách tay Microsoft Surface Pro 7,59000000,https://www.phucanh.vn//microsoft-surface-pro-7-i7/512g/16g-platium-512gb-ssd/-12.3inch/-wifi/bluetooth.html,https://phucanhcdn.com/media/product/250_38900_microsoft_surface_pro_7_platium_1.jpg,Ice Lake 1065G7 1.30 GHz,,,512GB SSD,Intel Iris Xe Graphics,Khoảng 12 inch,Battery,"Wifi, Bluetooth",0.775,"Khoảng 12 inch,29.2 x 20.1 x 0.84 cm",Platinum,Windows 10
Máy tính xách tay Microsoft Surface Pro 7,49990000,https://www.phucanh.vn//microsoft-surface-pro-7-i7/256g/16g-platium-256gb-ssd/-12.3inch/-wifi/bluetooth.html,https://phucanhcdn.com/media/product/250_38898_microsoft_surface_pro_7_platium_1.jpg,Ice Lake 1065G7 1.30 GHz,,,256GB SSD,Intel Iris Xe Graphics,Khoảng 12 inch,Battery,"Wifi, Bluetooth",0.775,"Khoảng 12 inch,29.2 x 20.1 x 0.84 cm",Platinum,Windows 10
