Battery,CPU,CPU_code,CPU_speed,Color,Display,Graphics,ImgURL,Name,Num_cores,Num_thread,OS,Ports,Price,Ram,Ram_slot,Ram_speed,Ram_type,Resolutions,Size,Storage,Storage_drive,Storage_type,URL,Weight,Wireless
: 3 cell,: Core i3 Alder Lake,: 1215U,: 1.2 GHz,: Black,: 15.6inch Full HD,: Intel UHD Graphics,https://phucanhcdn.com/media/product/250_49154_dell_inspiron_3520_intel_black_a1.jpg,Laptop Dell Inspiron 3520 I3U082W11BLU (Core i3 1215U/ 8GB/ 256GB SSD/ Intel UHD Graphics/ 15.6inch Full HD/ Windows 11 Home + Office Student/ Black/ Vỏ nhựa/ 1 Year),: 6 Cores,: 8 Threads,: Windows 11 Home + Office Student,: 2 USB 3.2 Gen 1 port 1 USB 2.0 Type-A port1 Audio Jack1 HDMI 1.4 port1 4.5 mm x 2.9 mm DC-in port1 Flip-Down,15.990.000 ₫,: 8Gb,: 2,: 3200,: DDR4,: Full HD (1920x1080) ,": 15.6inch Full HD,: 363 x 249 x 19.9 mm",: 256GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//may-tinh-xach-tay-dell-inspiron-3520-i3u082w11blu.html,": 1,83 Kg",: 802.11ac 1x1 WiFi + Bluetooth 5.2
: 4 cell,: AMD Ryzen 5,: 5500U,: 2.1 GHz,: Black,: 15.6inch Full HD,: Nvidia GeForce GTX 1650 4GB GDDR6,https://phucanhcdn.com/media/product/250_45592_2.jpg,Laptop Acer Aspire Gaming A715 42G R05G NH.QAYSV.007 (Ryzen 5 5500U/ 8GB/ 512GB SSD/ Nvidia GeForce GTX 1650 4GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Black/ 1 Year),: 6,: 12,: Windows 11 Home,": 2 x USB 3.2 Gen 1 ports with one featuring power-off USB charging/ 1 x USB Type-C port: USB 3.2 Gen 1 (up to 5 Gbps)/ 1 x USB 2.0 port/ 1 x 3.5 mm headphone/speaker jack, supporting headsets w",21.990.000 ₫,: 8Gb,: 2,: 3200,: DDR4,: Full HD (1920x1080) ,": 15.6inch Full HD,: 364 x 249 x 19.9 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-acer-gaming-aspire-7-a715-42g-r05g-nh.qaysv.007.html,": 2,1 Kg",: Intel Wireless Wi-Fi 6 AX200/ 802.11a/b/g/n/acR2+ax wireless LAN/ Gigabit Ethernet
: 3 cell,: Core i3 Tiger Lake,: 1115G4,: 3.0 GHz,: Silver,: 14.0inch Full HD,: Intel UHD Graphics,https://phucanhcdn.com/media/product/250_50255_7.jpg,Laptop HP 240 G8 6L1A1PA (Core i3 1115G4/ 8GB/ 256GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Silver/ Vỏ nhựa),: 2,: 4,: Windows 11 Home,: 2 Super Speed USB Type-A 5Gbps signaling rate; 1 SuperSpeed USB Type-C® 5Gbps signaling rate; 1 RJ-45; 1 headphone/microphone combo; 1 HDMI 1.4b; 1 AC power (HDMI cable sold separately),12.590.000 ₫,: 8Gb,: 2,,: DDR4,: Full HD (1920x1080) ,": 14.0inch Full HD,: 279 x 191 x 16.9-16.9 mm",: 256GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-hp-240-g8-6l1a1pa.html,": 1,5 Kg",: Realtek 802.11a/b/g/n/ac (2x2) Wi-Fi® and Bluetooth® 5 wireless card
: 3 cell,: Core i5 Alder Lake,: 1240P,: 3.3 GHz,: Silver,: 15.6inch Full HD,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_49897_laptop_hp_pavilion_15_eg2085tu_7c0q7pa_5.jpg,Laptop HP Pavilion 15-eg2085TU 7C0Q7PA (Core i5 1240P/ 8GB/ 256GB SSD/ Intel Iris Xe Graphics/ 15.6inch Full HD/ Windows 11 Home/ Silver/ Hợp kim nhôm),: 12,: 16,: Windows 11 Home,": 1 SuperSpeed USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPortTM 1.4, HP Sleep and Charge); 2 SuperSpeed USB Type-A 5Gbps signaling rate; 1 HDMI 2.1; 1 AC smart pin; 1 headphone/microphone combo",18.790.000 ₫,: 8Gb (2x4Gb),: 2,: 3200,: DDR4,: Full HD (1920x1080) ,": 15.6inch Full HD,: 36.02 x 23.4 x 1.79 cm",: 256GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-hp-pavilion-15-eg2085tu-7c0q7pa-core-i5-1240p-8gb-256gb-ssd-intelirisxegraphics-156inch-full-hd-windows-11-home-silver-hop-kim-nhom.html,": 1,74 Kg",: MediaTek Wi-Fi 6 MT7921 (2x2) and Bluetooth® 5.2 combo (supporting gigabit data rate)
": 3-cell, 43 Wh Li-ion polymer",: Core i7 Alder Lake,: 1255U,: 3.5 GHz,: Gold,: 14.0inch Full HD,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_47970_laptop_hp_pavilion_14_dv2032tu_6k768pa_1.jpg,Laptop HP Pavilion 14-dv2032TU 6K768PA (Core i7 1255U/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch Full HD/ Windows 11 Home/ Gold/ Hợp kim nhôm),: 10 Cores,: 12 Threads,: Windows 11 Home,": 1 SuperSpeed USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPortTM 1.4, HP Sleep and Charge); 2 SuperSpeed USB Type-A 5Gbps signaling rate; 1 HDMI 2.1; 1 AC smart pin; 1 headphone/microphone combo",22.890.000 ₫,: 8Gb (2x4Gb),: 2,: 3200,: DDR4,: Full HD (1920x1080) ,": 14.0inch Full HD,: 32.5 x 21.66 x 1.7 cm",: 512GB,: ,: SSD,https://www.phucanh.vn//laptop-hp-pavilion-14-dv2032tu-6k768pa.html,": 1,4kg",: MediaTek Wi-Fi 6 MT7921 (2x2) and Bluetooth® 5.2 combo (Supporting Gigabit data rate)
: 2 cell,: Core i3 Alder Lake,: 1215U,: 1.2 GHz,: Black,: 14.0inch Full HD,: Intel UHD Graphics,https://phucanhcdn.com/media/product/250_51447_laptop_lenovo_v_series_v14_g3_itl__black_a6.jpg,Laptop Lenovo V series V14 G3 IAP 82TSA071VN (Core i3 1215U/ 4GB/ 256GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ NoOS/ Black/ Vỏ nhựa/ 1 Year),: 6 Cores,: 8 Threads,: NoOS,": 1x USB 2.01x USB 3.2 Gen 11x USB-C 3.2 Gen 1 (support data transfer, Power Delivery 3.0, and DisplayPort 1.2)1x HDMI, up to 2.5K/60Hz1x Ethernet (RJ-45)1x Headphone / microphone combo jack (3.5mm)1x Power connector",10.990.000 ₫,: 4Gb (Onboard),: 1,: 3200,: DDR4,: Full HD (1920x1080) ,": 14.0inch Full HD,: 324 x 215 x 19.5 mm",: 256GB,: M.2 NVMe PCIe 2242,: SSD,https://www.phucanh.vn//laptop-lenovo-v-series-v14-g3-itl-82ts0067vn-core-i3-1215u-4gb-256gb-ssd-intel-uhd-graphics-140inch-full-hd-noos-black-vo-nhua-1-year.html,": 1,7 Kg",: 11ac 2x2 + BT5.0
: 3 cell,: Core i5 Alder Lake,: 1235U,: 1.3 GHz,: Silver,: 14.0inch Full HD,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_48619_9.jpg,Laptop HP ProBook 440 G9 6M0X3PA (Core i5 1235U/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch FHD/ Windows 11 Home/ Silver/ Vỏ nhôm),: 10 Cores,: 12 Threads,: Windows 11 Home,": 1 USB 3.1 Type-C Gen 1 (Power delivery, DisplayPort); 2 USB 3.1 Gen 1; 1 HDMI 1.4b; 1 RJ-45; 1 headphone/microphone combo; 1 AC power; 1 USB 2.0 (powered port)",20.990.000 ₫,: 8Gb,: 2,: 3200,: DDR4,: Full HD (1920x1080) ,": 14.0inch Full HD,: 32.19 x 21.39 x 1.99 cm",: 512GB,: M.2 NVMe PCIe 2280,: SSD,https://www.phucanh.vn//laptop-hp-probook-440-g9-6m0x3pa.html,": 1,38 Kg",: Intel AX201 Wi-Fi 6 (2x2) and Bluetooth 5 Combo
: 3 cell,: Core i5 Alder Lake,: 1235U,: 1.3 GHz,: Black,: 15.6inch Full HD,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_50464_laptop_lenovo_thinkpad_e15_gen_4__intel_black_a.jpg,Laptop Lenovo ThinkPad E15 GEN 4 21E600CUVN (Core i5 1235U/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 15.6inch Full HD/ Windows 11 Home/ Black/ Aluminium/ 2 Year),: 10 Cores,: 12 Threads,: Windows 11 Home,": 1x USB 2.01x USB 3.2 Gen 1 (Always On)1x Thunderbolt 4 / USB 4 40Gbps (support data transfer, Power Delivery 3.0, and DisplayPort 1.4)1x HDMI, up to 4K/60Hz1x Ethernet (RJ-45)1x Headphone / microphone combo jack (3.5mm)",22.990.000 ₫,: 8Gb (Onboard),: 1,: 3200,: DDR4,: Full HD (1920x1080) ,": 15.6inch Full HD,: 324 x 220 x 17.9 mm",: 512GB,: M.2 NVMe PCIe 2242,: SSD,https://www.phucanh.vn//laptop-lenovo-thinkpad-e15-gen-4-21e600cuvn-core-i5.html,": 1,64 Kg",": Wi-Fi 6E 11ax, 2x2 + BT5.1"
: 4 cell,: Core i5 Alder Lake,: 1240P,: 3.3 GHz,: Grey,: Khoảng 16 inch,: Intel UHD Graphics,https://phucanhcdn.com/media/product/250_48889_2_1.jpg,Laptop Dell Vostro 5620 V6I5001W1 (Core i5 1240P/ 8GB/ 256GB SSD/ Intel UHD Graphics/ 16.1inch FHD+/ Windows 11 Home + Office Student/ Grey/ Vỏ nhôm/ 1 Year),: 12,: 16,: Windows 11 Home + Office Student,: Two USB 3.2 Gen 1 ports/ One USB 3.2 Gen 2 Type-C port with DisplayPort and Power Delivery/ One Headset / One HDMI 1.4 port/ One SD-card slot/,21.990.000 ₫,: 8Gb,: 2,: 3200,: DDR4,: WUXGA (1920x1200) ,": Khoảng 16 inch,: 355.9 x 243.4 x 16.8 mm",: 256GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-dell-vostro-5620-v6i5001w1.html,": 1,97 Kg",: WiFi 802.11a/b/g -
: 3 cell,: Core i3 Tiger Lake,: 1115G4,: 3.0 GHz,: Bạc,: 15.6inch Full HD,: Intel UHD Graphics,https://phucanhcdn.com/media/product/250_49628_hp_15s_fq2712tu__intel_silver_a5.jpg,Laptop HP 15s fq2712TU 7C0X2PA (Core i3 1115G4/ 8GB/ 256GB SSD/ Intel UHD Graphics/ 15.6inch Full HD/ Windows 11 Home/ Bạc/ Vỏ nhựa),: 2,: 4,: Windows 11 Home,: 1 SuperSpeed USB Type-C® 5Gbps signaling rate; 2 SuperSpeed USB Type-A 5Gbps signaling rate; 1 HDMI 1.4b; 1 AC smart pin; 1 headphone/microphone combo,12.690.000 ₫,: 8Gb,: 2,: 3200,: DDR4,: Full HD (1920x1080) ,": 15.6inch Full HD,: 35.85 x 24.2 x 1.79 cm",: 256GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-hp-15s-fq2712tu-7c0x2pa.html,": 2,2 kg",: Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi and Bluetooth 5 combo
: 3 cell,: Core i5 Alder Lake,: 1235U,: 1.3 GHz,: Grey,: 15.6inch Full HD,: Intel UHD Graphics,https://phucanhcdn.com/media/product/250_49804_dell_vostro_3520_grey_a_8.jpg,Laptop Dell Vostro 3520 5M2TT2 (Core i5 1235U/ 8GB/ 512GB SSD/ Intel UHD Graphics/ 15.6inch Full HD/ Windows 11 Home + Office Student/ Grey/ Vỏ nhựa/ 1 Year),: 10 Cores,: 12 Threads,: Windows 11 Home + Office Student,: 2 USB 3.2 Gen 1 port1 USB 2.0 port1 headset (headphone and microphone combo) port1 HDMI 1.4 portHDMI 1.4 (Maximum resolution supported over HDMI is 1920x1080 @60Hz. No 4K/2K output)1 RJ45 Ethernet port (flip-down),18.990.000 ₫,: 8Gb,: 2,: 3200,: DDR4,: Full HD (1920x1080) ,": 15.6inch Full HD,: 358 x 235 x 1.69 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//may-tinh-xach-tay-dell-vostro-3520-5m2tt2.html,": 1,66 Kg",: WiFi 802.11a/b/g/ Bluetooth 5.0
: 3 cell,: Core i3 Alder Lake,: 1215U,: 1.2 GHz,: Black,: 15.6inch Full HD,: Intel UHD Graphics,https://phucanhcdn.com/media/product/250_49768_dell_inspiron_3520_intel_blakc_a3.jpg,Laptop Dell Inspiron 3520 71003264 (Core i3 1215U/ 8GB/ 512GB SSD/ Intel UHD Graphics/ 15.6inch Full HD/ Windows 11 Home + Office Student/ Black/ Vỏ nhựa/ 1 Year),: 6 Cores,: 8 Threads,: Windows 11 Home + Office Student,: 2 USB 3.2 Gen 1 port 1 USB 2.0 Type-A port1 Audio Jack1 HDMI 1.4 port1 4.5 mm x 2.9 mm DC-in port1 Flip-Down,15.690.000 ₫,: 8Gb,: 2,: 3200,: DDR4,: Full HD (1920x1080) ,": 15.6inch Full HD,: 364 x 249 x 1.99 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//may-tinh-xach-tay-dell-inspiron-3520-71003264.html,": 1,58 Kg",: WiFi 802.11a/b/g/ Bluetooth 5.0
: 3 cell,: Core i5 Alder Lake,: 1235U,: 1.3 GHz,: Black,: 14.0inch Full HD,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_49269_may_tinh_xach_tay_lenovo_thinkpad_e14_gen_4_5.jpg,Laptop Lenovo ThinkPad E14 GEN 4 21E3S07200 (Core i5 1235U/ 16GB/ 256GB SSD/ Intel Iris Xe Graphics/ 14.0inch Full HD/ NoOS/ Black/ Aluminium/ 1 Year),: 10 Cores,: 12 Threads,: NoOS,": 1x USB 2.0/ 1x USB 3.2 Gen 1 (Always On)/ 1x Thunderbolt 4 / USB4 40Gbps (support data transfer, Power Delivery 3.0, and DisplayPort 1.4)/ 1x HDMI 1.4b/ 1x Ethernet (RJ-45)/ 1x Headphone / mic",22.990.000 ₫,: 16Gb (2x8Gb),: 1,: 3200,: DDR4,: Full HD (1920x1080) ,": 14.0inch Full HD,: 324 x 220 x 17.9 mm",: 256GB,: M.2 NVMe PCIe 2242,: SSD,https://www.phucanh.vn//may-tinh-xach-tay-lenovo-thinkpad-e14-gen-4-21e3s07200.html,": 1,64 Kg",: Intel AX201 11ax. 2x2 + BT5.1
: 4 cell,: Core i7 Tiger Lake,: 1165G7,: 2.8 GHz,: Black,: 14.0inch Full HD,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_49980_laptop_lenovo_thinkpad_t14s_gen_2_a2.jpg,Laptop Lenovo ThinkPad T14S GEN 2 20WM01SYVA (Core i7 1165G7/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch Full HD/ NoOS/ Black/ Carbon Fiber/ 3 Year),: 4,: 8,: NoOS,": 1x USB 3.2 Gen 11x USB 3.2 Gen 1 (Always On)2x Thunderbolt 4 / USB4 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort 1.4a)1x HDMI 2.01x Headphone / microphone combo jack (3.5mm)",32.990.000 ₫,: 16Gb (Onboard),: Không hỗ trợ,: 3200,: DDR4,: Full HD (1920x1080) ,": 14.0inch Full HD,: 326.8 x 225.5 x 17.9 mm",: 512GB,: M.2 NVMe PCIe 2280,: SSD,https://www.phucanh.vn//laptop-lenovo-thinkpad-t14s-gen-2-20wm01syva-core-i7.html,": 1,36 Kg",": Intel Wi-Fi 6E AX210, 11ax 2x2 + BT5.1"
: 6 cell,: Core i5 Tiger Lake,: 1135G7,: 2.4 GHz ,: Black,: 13.3inch WQXGA,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_49979_laptop_lenovo_thinkpad_x13_gen_2__a3.jpg,Laptop Lenovo ThinkPad X13 GEN 2 20WK00PSVA (Core i5 1135G7/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 13.3inch WQXGA/ NoOS/ Black/ Carbon Fiber/ 3 Year),: 4,: 8,: NoOS,": 1x USB 3.2 Gen 11x USB 3.2 Gen 1 (Always On)2x Thunderbolt 4 / USB4 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort 1.4a)1x HDMI 2.01x Headphone / microphone combo jack (3.5mm)",29.990.000 ₫,: 16Gb (Onboard),: Không hỗ trợ,: 3200,: DDR4,: WQXGA (2560x1600) ,": 13.3inch WQXGA,: 305.8 x 217.06 x 18.19 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-lenovo-thinkpad-x13-gen-2-20wk00psva-core-i5.html,": 1,31 Kg",": Intel Wi-Fi 6E AX210, 11ax 2x2 + BT5.1"
: 3 Cells,: Core i7 Tiger Lake,: 1165G7,: 2.8 GHz,: Black,: 13.3inch Full HD,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_49791_lenovo_thinkpad_l13_g2_intel_black_a6.jpg,Laptop Lenovo ThinkPad L13 G2 20VH008XVN (Core i7 1165G7/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 13.3inch Full HD/ Windows 11 Pro/ Black/ Aluminium/ 3 Year),: 4,: 8,: Windows 11 Pro,": 1x USB 3.2 Gen 11x USB 3.2 Gen 1 (Always On)1x USB-C 3.2 Gen 2 (support data transfer, Power Delivery and DisplayPort 1.2)1x Thunderbolt 4 / USB 4 40Gbps (support data transfer, Power Delivery 3.0, and DisplayPort 1.4)1x HDMI 2.01x microSD card reader1x Headphone / microphone combo jack (3.5mm)",32.990.000 ₫,: 8Gb (Onboard),: Không hỗ trợ,: 3200,: DDR4,: Full HD (1920x1080) ,": 13.3inch Full HD,: 311.5 x 219 x 17.6 mm",: 512GB,: M.2 NVMe PCIe 2280,: SSD,https://www.phucanh.vn//may-tinh-xach-tay-lenovo-thinkpad-l13-g2-20vh008xvn.html,: 1.39Kg,": Intel AX201 11ax, 2x2 + BT5.1"
: 4 cell,: Core i5 Alder Lake,: 1235U,: 1.3 GHz,: Silver,: Khoảng 16 inch,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_50380_48914_laptop_dell_inspiron_5620_intel_gen_12_silver_a4.gif,Laptop Dell Inspiron 5620 71003903 (Core i5 1235U/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 16.1inch FHD+/ Windows 11 Home + Office Student/ Silver/ Vỏ nhôm/ 1 Year),: 10 Cores,: 12 Threads,: Windows 11 Home + Office Student,: Two USB 3.2 Gen 1 ports/ One USB 3.2 Gen 2 Type-C port with DisplayPort and Power Delivery/ One Headset / One HDMI 1.4 port/ One SD-card slot/,23.990.000 ₫,: 8Gb,: 2,: 3200,: DDR4,: WUXGA (1920x1200) ,": Khoảng 16 inch,: 355.9 x 243.4 x 16.8 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//may-tinh-xach-tay-dell-inspiron-5620-71003903-core-i5.html,": 1,97 Kg",: WiFi 802.11a/b/g - Bluetooth 5.0
: 3 cell,: Core i3 Alder Lake,: 1220P,: 1.1 GHz,: Blue,: 14.0inch WUXGA,: Intel UHD Graphics,https://phucanhcdn.com/media/product/250_50361_laptop_asus_vivobook_a1403za_ly153w_8.jpg,Laptop Asus Vivobook A1403ZA-LY153W (Core i3 1220P/ 8GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch WUXGA/ Windows 11 Home/ Blue),: 10 Cores,: 12 Threads,: Windows 11 Home,: 2x USB 3.2 Gen 1 Type-A//1x HDMI 1.4/1x USB 3.2 Gen 1 Type-C/1x USB 2.0 Type-A,15.990.000 ₫,: 8Gb (Onboard),: 1,: 3200,: DDR4,: WUXGA (1920x1200) ,": 14.0inch WUXGA,: 31.71 x 22.20 x 1.99 ~ 1.99 cm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-asus-vivobook-a1403za-ly153w.html,": 1,4 kg",: Wi-Fi 6(802.11ax)+Bluetooth 5.0 (Dual band) 2*2
": 70WHrs, 3-cell Li-ion",: AMD Ryzen 7,: 5700U,: 1.8 GHz,: Silver,: 15.6inch Full HD,: AMD Radeon Graphics,https://phucanhcdn.com/media/product/250_50176_may_tinh_xach_tay_asus_vivobook_m513ua_ej710w_3.jpg,Laptop Asus Vivobook M513UA-EJ710W (Ryzen 7 5700U/ 16GB/ 512GB SSD/ AMD Radeon Graphics/ 15.6inch FHD OLED/ Windows 11 Home/ Silver/ Vỏ nhựa),: 8,: 16,: Windows 11 Home,: 1x USB 2.0 Type-A; 1x USB 3.2 Gen 1 Type-C; 2x USB 3.2 Gen 1 Type-A; 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x 3.5mm Combo Audio Jack; 1x DC-in,17.990.000 ₫,: 16Gb (2x8Gb),: 1,: 3200,: DDR4,: 1920x1080,": 15.6inch Full HD,: 35.68 x 22.76 x 1.99 ~ 1.99 cm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//may-tinh-xach-tay-asus-vivobook-m513ua-ej710w.html,": 1,7kg",: Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth 5
: 2 cell,: Core i5 Alder Lake,: 1235U,: 1.3 GHz,: Black,: 15.6inch Full HD,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_50119_lenovo_v15_g3_iap_intel_black_a.jpg,Laptop Lenovo V15 G3 ITL 82TT005MVN (Core i5 1235U/ 8GB/ 256GB SSD/ Intel Iris Xe Graphics/ 15.6inch Full HD/ NoOS/ Black/ Vỏ nhựa/ 1 Year),: 10 Cores,: 12 Threads,: NoOS,": 1x USB 2.01x USB 3.2 Gen 11x USB-C 3.2 Gen 1 (support data transfer, Power Delivery 3.0 and DisplayPort 1.2)1x HDMI 1.4b1x Ethernet (RJ-45)1x Headphone / microphone combo jack (3.5mm)1x Power connector",15.990.000 ₫,: 8Gb (Onboard),: 1,: 3200,: DDR4,: Full HD (1920x1080) ,": 15.6inch Full HD,: 359.8 x 235.3 x 19.5-19.5 mm",: 256GB,: M.2 NVMe PCIe 2242,: SSD,https://www.phucanh.vn//laptop-lenovo-v15-g3-itl-82tt005mvn-core-i5.html,": 1,7 Kg",: 11ac 2x2 + BT5.0
: 4 cell,: AMD Ryzen 7,: 6800HS,: 3.2 GHz,: Cloud Grey,: Khoảng 16 inch,: Nvidia GeForce RTX 3050 4Gb GDDR6,https://phucanhcdn.com/media/product/250_49146_3.jpg,Laptop Lenovo IdeaPad 5 Pro 16ARH7 82SN003KVN (Ryzen 7 6800HS/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 3050 4Gb GDDR6/ 16.0inch 2.5K/ Windows 11 Home/ Cloud Grey/ Vỏ nhôm/ 3 Year),: 8,: 16,: Windows 11 Home,": 1x USB 3.2 Gen 11x USB 3.2 Gen 1 (Always On)1x USB-C 3.2 Gen 2 (support data transfer, Power Delivery, and DisplayPort)1x HDMI 2.01x Card reader1x Headphone / microphone combo jack (3.5mm)",31.990.000 ₫,: 16Gb (Onboard),: Không hỗ trợ,: 6400,: DDR5,: WQXGA (2560x1600) ,": Khoảng 16 inch,: 358 x 236.5 x 19.4-19.4 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//may-tinh-xach-tay-lenovo-ideapad-5-pro-16arh7-82sn003kvn.html,": 1,9 Kg",": Wi-Fi 6 11ax, 2x2 + BT5.1"
: 3 cell,: Core i7 Alder Lake,: 1255U,: 3.5 GHz,: Black,: 15.6inch Full HD,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_48940_2y_laptop_lenovo_thinkpad_e15_gen_4_intel_black_a.gif,Laptop Lenovo ThinkPad E15 GEN 4 21E600CMVA (Core i7 1255U/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 15.6inch Full HD/ NoOS/ Black/ Aluminium/ 2 Year),: 10 Cores,: 12 Threads,: NoOS,": 1x USB 2.01x USB 3.2 Gen 1 (Always On)1x Thunderbolt 4 / USB 4 40Gbps (support data transfer, Power Delivery 3.0, and DisplayPort 1.4)1x HDMI, up to 4K/60Hz1x Ethernet (RJ-45)1x Headphone / microphone combo jack (3.5mm)",24.890.000 ₫,: 8Gb (Onboard),: 1,: 3200,: DDR4,: Full HD (1920x1080) ,": 15.6inch Full HD,: 324 x 220 x 17.9 mm",: 512GB,: M.2 NVMe PCIe 2242,: SSD,https://www.phucanh.vn//may-tinh-xach-tay-lenovo-thinkpad-e15-gen-4-21e600cmva.html,": 1,64 Kg",": Wi-Fi 6E 11ax, 2x2 + BT5.1"
: 4 cell,: Core i7 Alder Lake,: 1255U,: 3.5 GHz,: Silver,: Khoảng 16 inch,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_48888_laptop_dell_inspiron_5620_intel_gen_12_silver_a4.gif,Laptop Dell Inspiron 5620 N6I7110W1 (Core i7 1255U/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 16.1inch FHD+/ Windows 11 Home + Office Student/ Silver/ Vỏ nhôm/ 1 Year),: 10 Cores,: 12 Threads,: Windows 11 Home + Office Student,: Two USB 3.2 Gen 1 ports/ One USB 3.2 Gen 2 Type-C port with DisplayPort and Power Delivery/ One Headset / One HDMI 1.4 port/ One SD-card slot/,25.990.000 ₫,: 8Gb,: 2,: 3200,: DDR4,: WUXGA (1920x1200) ,": Khoảng 16 inch,: 355.9 x 243.4 x 16.8 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-dell-inspiron-5620-n6i7110w1.html,": 1,97 Kg",: WiFi 802.11a/b/g - Bluetooth 5.0
: 3 cell,: Core i5 Alder Lake,: 1240P,: 3.3 GHz,: Silver,: Khoảng 15 inch,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_48225_laptop_hp_probook_440_g9_a6.jpg,Laptop HP ProBook 450 G9 6M0Z5PA (Core i5 1240P/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 15.6inch FHD/ Windows 11 Home/ Silver/ Vỏ nhôm),: 12,: 16,: Windows 11 Home,": 1 USB 3.1 Type-C Gen 1 (Power delivery, DisplayPort); 2 USB 3.1 Gen 1; 1 HDMI 1.4b; 1 RJ-45; 1 headphone/microphone combo; 1 AC power; 1 USB 2.0 (powered port)",21.990.000 ₫,: 8Gb,: 2,: 3200,: DDR4,: Full HD (1920x1080) ,": Khoảng 15 inch,: 35.94 x 23.39 x 1.99 cm",: 512GB,: M.2 NVMe PCIe 2280,: SSD,https://www.phucanh.vn//laptop-hp-probook-450-g9-6m0z5pa.html,": 1,74 kg",: Intel AX201 Wi-Fi 6 (2x2) and Bluetooth 5 Combo
