Product,Price,Image,Link,CPU,Ram,Storage,Graphics,Screen,Status,Weight,Battery,Brand
Dell Latitude E7450,5900000,https://techcare.vn/wp-content/uploads/2019/10/dell-latitude-e7450-300x300.png,https://techcare.vn/san-pham/dell-latitude-e7450-corei5/,Core i5-5300U,4GB,SSD 120GB,Intel HD Graphics 5500,14 inch HD,99%,1.59 kg,4 cell,DELL
Dell Latitude E7470,4700000,https://techcare.vn/wp-content/uploads/2020/02/dell-latitude-e7470-300x300.png,https://techcare.vn/san-pham/laptop-dell-latitude-e7470-core-i5-6300u-card-intel-hd-graphics-520/,Core i5-6300U,8GB,SSD 256GB,Intel HD Graphics 520,14 inch HD,99%,1.42 kg,,DELL
Lenovo ThinkPad T440s,4900000,https://techcare.vn/wp-content/uploads/2019/04/lenovo-thinkpad-t440s-300x300.jpg,https://techcare.vn/san-pham/lenovo-thinkpad-t440s/,Core i5-4300U,4GB,SSD 120GB,Intel HD Graphics 4400,14 inch HD,99%,,6 Cells 48Wh,LENOVO
Dell latitude E7440,4300000,https://techcare.vn/wp-content/uploads/2020/05/dell-latitude-e7440-300x300.jpg,https://techcare.vn/san-pham/dell-latitude-e7440-i3/,Core i3-4010U,4GB,SSD 120GB,Intel HD Graphics 4400,14 inch HD,99%,,,DELL
Dell Latitude E7240,4500000,https://techcare.vn/wp-content/uploads/2019/11/dell-latitude-e7240-2-300x300.png,https://techcare.vn/san-pham/laptop-cu-dell-latitude-e7240-i5-intel-hd-graphics-family/,Core i5-4300U,4GB,SSD 128GB,Intel HD Graphics 4400,12.5 inch HD,99%,,,DELL
Dell Latitude E5440,4500000,https://techcare.vn/wp-content/uploads/2019/10/dell-latitude-e5440-300x300.png,https://techcare.vn/san-pham/dell-latitude-e5440-core-i5-4310u-intel-hp-graphics/,Core i5-4200U,4GB,SSD 120GB,Intel HD Graphics 4400,14 inch HD,99%,,,DELL
Dell Latitude E7250,4700000,https://techcare.vn/wp-content/uploads/2019/11/dell-latitude-e7250-300x300.png,https://techcare.vn/san-pham/dell-latitude-e7250/,Core i5-5300U,4GB,SSD 120GB,Intel HD Graphics 5500,12.5 inch HD,99%,,,DELL
Dell Latitude E5470,4300000,https://techcare.vn/wp-content/uploads/2017/08/dell-latitude-e5470-2-300x300.png,https://techcare.vn/san-pham/laptop-cu-dell-latitude-e5470-core-i5-6300u-card-intel-hd-graphics-520/,Core i3-6100U,8GB,SSD 128GB,Intel HD Graphics 520,14 inch Full HD,99%,2.2 kg,,DELL
Dell Latitude E5450,4300000,https://techcare.vn/wp-content/uploads/2019/10/dell-latitude-e5450-300x300.png,https://techcare.vn/san-pham/laptop-dell-latitude-e5450-cu/,Core i3-5010U,4GB,SSD 120GB,Intel HD Graphics 5500,14 inch HD,99%,1.81kg,51Whr,DELL
Lenovo ThinkPad P52,16800000,https://techcare.vn/wp-content/uploads/2019/05/lenovo-thinkpad-p52-4-300x300.jpg,https://techcare.vn/san-pham/lenovo-thinkpad-p52/,Core i7-8750H,16GB,SSD 256GB,Nvidia Quadro P1000 4GB,15.6 inch Full HD,99%,"2,45Kg",6 Cell 90WHr,LENOVO
HP Zbook 15U G3,9900000,https://techcare.vn/wp-content/uploads/2022/08/hp-zbook-15u-g3-10.jpg,https://techcare.vn/san-pham/hp-zbook-15u-g3/,Core i7-6500U,8GB,SSD 256GB,AMD FirePro W4190M,15.6 inch Full HD,99%,,90 Wh,HP
Dell Precision 7530,15900000,https://techcare.vn/wp-content/uploads/2020/05/dell-precision-7350-11-300x300.jpg,https://techcare.vn/san-pham/dell-precision-7530/,Core i7-8750H,16GB,SSD 512GB,Nvidia Quadro P1000 4GB,15.6 inch Full HD,99%,,6 Cell 97WHr,DELL
Lenovo ThinkPad T14 Gen 2,13900000,https://techcare.vn/wp-content/uploads/2023/03/lenovo-thinkpad-t14-gen-2-4.png,https://techcare.vn/san-pham/laptop-lenovo-thinkpad-t14-gen-2/,AMD Ryzen 5 Pro 5650U,16GB,SSD 256GB,AMD Radeon Graphics,14 inch Full HD,99%,1.47Kg,3 Cells 50 WHr,LENOVO
Dell Inspiron 5577,8900000,https://techcare.vn/wp-content/uploads/2019/11/dell-inspiron-5577-2-300x300.png,https://techcare.vn/san-pham/dell-inspiron-5577-i5/,Core i5-7300HQ,8GB,SSD 120GB,Nvidia GeForce GTX 1050 2GB,15.6 inch Full HD,99%,2.57kg,74 WHr,DELL
Dell Latitude 7400,7900000,https://techcare.vn/wp-content/uploads/2020/03/dell-latitude-7400-10-300x300.jpg,https://techcare.vn/san-pham/dell-latitude-7400/,Core i5-8365U,8GB,SSD 256GB,Intel HD Graphics 620,14 inch Full HD,99%,,4 Cell 60Whr,DELL
Dell Inspiron 5630,18900000,https://techcare.vn/wp-content/uploads/2022/08/dell-inspiron-5630-11.jpg,https://techcare.vn/san-pham/laptop-dell-inspiron-5630/,Core i5-1340P,16GB,SSD 512GB,Intel Iris Xe Graphics,16.0 inch FHD+,100 %,1.85 kg,"4-Cell, 54Wh",DELL
Dell XPS 13 9315,20300000,https://techcare.vn/wp-content/uploads/2021/08/dell-xps-13-9315-300x300.jpg,https://techcare.vn/san-pham/dell-xps-13-9315/,Core i5-1230U,8GB,SSD 512GB,Intel Iris Xe Graphics,13.4 inch FHD+,New Outled,1.17 kg,"3-Cell Battery, 51 Whr (Integrated)",DELL
HP x360 15m-es0013dx,16400000,https://techcare.vn/wp-content/uploads/2022/08/hp-envy-x360-convertible-15m-es0013dx.jpg,https://techcare.vn/san-pham/laptop-hp-envy-x360-convertible-15m-es0013dx/,Core i5-1135G7,8GB,SSD 256GB,Intel Iris Xe Graphics,15.6 inch Full HD cảm ứng,100 %,1.77 kg,"3-cell, 51 Wh Li-ion polymer",HP
Acer Predator Triton 300 PT314,21500000,https://techcare.vn/wp-content/uploads/2022/08/acer-predator-triton-300-pt314-12-300x300.png,https://techcare.vn/san-pham/acer-predator-triton-300-pt314/,Core i7-11375H,16GB,SSD 512GB,Nvidia GeForce RTX 3050Ti 4GB,14 inch Full HD,New Outled,1.7 Kg,4 Cells,ACER
Dell Gaming G15 5525,19200000,https://techcare.vn/wp-content/uploads/2022/08/dell-gaming-g15-5525-10.jpg,https://techcare.vn/san-pham/laptop-dell-gaming-g15-5525/,AMD Ryzen 5-6600H,8GB,SSD 512GB,Nvidia GeForce RTX 3050 4GB,15.6 inch Full HD,100 %,2.52 kg,3 Cell 56Wh,DELL
Lenovo ThinkBook 14 G4 IAP,18500000,https://techcare.vn/wp-content/uploads/2022/08/lenovo-thinkbook-14-g4-iap.jpg,https://techcare.vn/san-pham/laptop-lenovo-thinkbook-14-g4-iap/,Core i5-1235U,8GB,SSD 256GB,Intel Iris Xe Graphics,14 inch Full HD,100 %,1.4 kg,3 Cell 45WHr,LENOVO
Acer Nitro 5 2021 AN515-45-56XD,14300000,https://techcare.vn/wp-content/uploads/2022/08/acer-nitro-5-2021-an515-45-56xd-300x300.jpg,https://techcare.vn/san-pham/acer-nitro-5-2021-an515-45-56xd/,AMD Ryzen 5 5600H,8GB,SSD 256GB,Nvidia GeForce GTX 1650 4GB,15.6 inch Full HD,New Outled,2.1 kg,4 Cell 57Wh,ACER
Dell Inspiron 14 5425,13900000,https://techcare.vn/wp-content/uploads/2022/08/dell-inspiron-14-5425-10-300x300.jpg,https://techcare.vn/san-pham/dell-inspiron-14-5425/,AMD Ryzen R5-5625U,16GB,SSD 512GB,AMD Radeon Graphics,14 inch FHD+ cảm ứng,New Outled,1.5 kg,4 Cell 54Wh,DELL
Dell Gaming G15 5511,17400000,https://techcare.vn/wp-content/uploads/2022/08/dell-gaming-g15-5511-12.png,https://techcare.vn/san-pham/laptop-dell-gaming-g15-5511/,Core i5-11400H,8GB,SSD 256GB,Nvidia GeForce RTX 3050 4GB,15.6 inch Full HD,New Outled,2.81kg,"3-Cell Battery, 56WHr (Integrated)",DELL
Surface Laptop 3 15 inch,13400000,https://techcare.vn/wp-content/uploads/2022/08/surface-laptop-3-15-inch-15.jpg,https://techcare.vn/san-pham/surface-laptop-3-15-inch/,AMD Ryzen 5-3580U,8GB,SSD 128GB,Radeon Vega 9 Graphics,15 inch (2496x1664) pixel,100 %,1.542Kg,11.5 Tiếng,MICROSOFT
Dell Latitude 5420,11400000,https://techcare.vn/wp-content/uploads/2021/10/dell-latitude-5420-6-300x300.png,https://techcare.vn/san-pham/dell-latitude-5420/,Core i5-1135G7,8GB,SSD 256GB,Intel Iris Xe Graphics,14 inch Full HD,99%,,"4 Cell, 63Whr",DELL
Acer nitro 5 2021 AN515-57,17500000,https://techcare.vn/wp-content/uploads/2022/08/acer-nitro-5-2021-an515-57-15.jpg,https://techcare.vn/san-pham/acer-nitro-5-2021-an515-57/,Core i7-11800H,8GB,SSD 512GB,Nvidia GeForce RTX 3050 4GB,15.6 inch Full HD,New Outled,2.45 kg,4 cell 57.5WHr,ACER
Lenovo Legion 5 Gen 6,23200000,https://techcare.vn/wp-content/uploads/2021/08/lenovo-legion-5-gen-6-8-300x300.jpg,https://techcare.vn/san-pham/lenovo-legion-5-gen-6/,AMD Ryzen 5 5600H,8GB,SSD 256GB,Nvidia GeForce GTX 1650 4GB,17.3 inch Full HD,100 %,2.98 kg,80 Wh Lithium-Ion,LENOVO
Dell Inspiron 14 5415,12900000,https://techcare.vn/wp-content/uploads/2021/09/dell-inspiron-14-5415-4-300x300.png,https://techcare.vn/san-pham/dell-inspiron-14-5415/,AMD Ryzen 5 5500U,8GB,SSD 256GB,AMD Radeon Graphics,14 inch Full HD,100 %,,4 cell,DELL
Acer Predator Helios 300,19800000,https://techcare.vn/wp-content/uploads/2022/08/acer-predator-helios-300-300x300.jpg,https://techcare.vn/san-pham/acer-predator-helios-300/,Core i7-11800H,16GB,SSD 512GB,Nvidia GeForce RTX 3050Ti 4GB,15.6 inch Full HD,New Outled,2.3 kg,"4-cell, 59Wh",ACER
Acer Nitro 5 Tiger 2022,19200000,https://techcare.vn/wp-content/uploads/2022/08/acer-nitro-5-2022-an515-58-13-300x300.jpg,https://techcare.vn/san-pham/acer-nitro-5-2022-an515-58/,Core i5-12500H,8GB,SSD 512GB,Nvidia GeForce RTX 3050 4GB,15.6 inch Full HD,New Outled,2.4 kg,4 Cell – 58.75 Wh,ACER
Dell G15 5515,19500000,https://techcare.vn/wp-content/uploads/2022/08/laptop-dell-g15-5515-da-nang.jpg,https://techcare.vn/san-pham/dell-g15-5515/,AMD Ryzen 5 5600H,8GB,SSD 256GB,Nvidia GeForce RTX 3050 4GB,15.6 inch Full HD,New Outled,2.57kg,56WHr,DELL
Msi GF63 Thin 10SC,13300000,https://techcare.vn/wp-content/uploads/2022/03/msi-gf63-7-300x300.png,https://techcare.vn/san-pham/msi-gf63-thin-10sc/,Core i5-10500H,8GB,SSD 256GB,Nvidia GeForce GTX 1650 4GB,15.6 inch Full HD,New Outled,,"3 cell, 51Wh",MSI
HP Victus 16,17900000,https://techcare.vn/wp-content/uploads/2020/06/hp-victus-16-7-300x300.jpg,https://techcare.vn/san-pham/hp-victus-16/,Core i5-11400H,8GB,SSD 256GB,Nvidia GeForce RTX 3050 4GB,16.1 inch Full HD,100 %,,4 Cell 70WHr Li-ion polymer,HP
Dell Inspiron 5510,15200000,https://techcare.vn/wp-content/uploads/2022/07/dell-inspiron-5510-10-300x300.jpg,https://techcare.vn/san-pham/dell-inspiron-5510/,Core i5-11300H,8GB,SSD 256GB,Intel UHD Graphics,15.6 inch Full HD,New Outled,1.75kg,41Wh,DELL
Asus ExpertBook B1400CEAE-EK2779,13900000,https://techcare.vn/wp-content/uploads/2022/07/asus-expertbook-b1400ceae-ek2779-15.jpg,https://techcare.vn/san-pham/laptop-asus-expertbook-b1400ceae-ek2779/,Core i5-1135G7,8GB,SSD 256GB,Intel Iris Xe Graphics,14 inch Full HD,100 %,,3 cell 42 Wh,ASUS
Acer Aspire A315,12500000,https://techcare.vn/wp-content/uploads/2022/08/acer-aspire-a315-13-300x300.jpg,https://techcare.vn/san-pham/acer-aspire-a315/,Core i5-1235U,8GB,SSD 256GB,Intel Iris Xe Graphics,15.6 inch Full HD,New Outled,,3 Cell 48WHrs,ACER
Samsung Galaxy Book Pro,14800000,https://techcare.vn/wp-content/uploads/2021/07/samsung-galaxy-book-pro-300x300.jpg,https://techcare.vn/san-pham/samsung-galaxy-book-pro/,Core i5-1135G7,8GB,SSD 256GB,Intel Iris Xe Graphics,13.3 inch Full HD,New Outled,,68 Wh Lithium-Ion,SAMSUNG
Lenovo ThinkPad T14 Gen 3,18900000,https://techcare.vn/wp-content/uploads/2023/03/lenovo-thinkpad-t14-gen-3-6.png,https://techcare.vn/san-pham/laptop-lenovo-thinkpad-t14-gen-3/,Core i5-1240P,16GB,SSD 256GB,Intel Iris Xe Graphics,14 inch FHD+,New Outled,1.22kg,4 Cell 39.3Wh,LENOVO
HP EliteBook 840 G9 6Z970PA,36900000,https://techcare.vn/wp-content/uploads/2022/08/hp-elitebook-840-g9-6z970pa.jpg,https://techcare.vn/san-pham/hp-elitebook-840-g9-6z970pa/,Core i7-1260P,8GB,SSD 512GB,Intel Iris Xe Graphics,14 inch WUXGA,100 %,1.35 kg,3 Cell 51 Wh,HP
Dell XPS 15 9500,34990000,https://techcare.vn/wp-content/uploads/2022/01/dell-xps-15-9500-12-300x300.png,https://techcare.vn/san-pham/dell-xps-15-9500/,Core i5-10300H,8GB,SSD 256GB,Intel UHD Graphics,15.6 inch Full HD,100 %,1.8kg,"68 Whr, 6-cell",DELL
HP EliteBook 830 G9,31500000,https://techcare.vn/wp-content/uploads/2022/08/hp-elitebook-830-g9.jpg,https://techcare.vn/san-pham/laptop-hp-elitebook-830-g9/,Core i5-1235U,8GB,SSD 512GB,Intel Iris Xe Graphics,13.3 inch WUXGA,100 %,1.2kg,3 Cell 51Whr,HP
Lenovo ThinkPad T14s Gen 3,22900000,https://techcare.vn/wp-content/uploads/2022/08/lenovo-thinkpad-t14s-gen-3.jpg,https://techcare.vn/san-pham/laptop-lenovo-thinkpad-t14s-gen-3/,Core i5-1235U,16GB,SSD 512GB,Intel Iris Xe Graphics,14 inch Full HD cảm ứng,100 %,1.22kg,4 Cell 57Wh internal battery,LENOVO
Lenovo ThinkPad X1 Carbon Gen 10,29900000,https://techcare.vn/wp-content/uploads/2022/08/lenovo-thinkpad-x1-carbon-gen-10.jpg,https://techcare.vn/san-pham/laptop-lenovo-thinkpad-x1-carbon-gen-10/,Core i5-1240P,16GB,SSD 512GB,Intel Iris Xe Graphics,14 inch Full HD,100 %,1.12kg,57Whr,LENOVO
Dell Inspiron 16 Plus 7610,24900000,https://techcare.vn/wp-content/uploads/2022/07/dell-inspiron-16-plus-7610-15.jpg,https://techcare.vn/san-pham/laptop-dell-inspiron-16-plus-7610/,Core i7-11800H,16GB,SSD 1TB,Intel UHD Graphics,16.0 inch 3K,100 %,2.0 kg,"3 Cell, 56WHr",DELL
HP EliteBook 830 G8,16500000,https://techcare.vn/wp-content/uploads/2022/08/hp-elitebook-830-g8.jpg,https://techcare.vn/san-pham/laptop-hp-elitebook-830-g8/,Core i5-1135G7,8GB,SSD 256GB,Intel Iris Xe Graphics,13.3 inch Full HD,New Outled,1.3kg,3 Cell 53Whr,HP
Dell Inspiron 13 5320,18300000,https://techcare.vn/wp-content/uploads/2022/08/dell-inspiron-13-5320-15.jpg,https://techcare.vn/san-pham/laptop-dell-inspiron-13-5320/,Core i5-1240P,16GB,SSD 512GB,Intel Iris Xe Graphics,13.3 inch QHD+,100 %,"1,25 kg",54WHrs,DELL
HP Pavilion X360 14-ek0033dx,18500000,https://techcare.vn/wp-content/uploads/2021/08/hp-pavilion-x360-14-ek0033dx-300x300.jpg,https://techcare.vn/san-pham/hp-pavilion-x360-14-ek0033dx/,Core i5-1235U,8GB,SSD 512GB,Intel Iris Xe Graphics,14 inch Full HD cảm ứng,100 %,1.5 kg,3 Cell 43 Wh 3560 mAh Lithium-Polymer,HP
Dell Latitude 7420,15200000,https://techcare.vn/wp-content/uploads/2022/07/dell-latitude-7420.jpg,https://techcare.vn/san-pham/laptop-dell-latitude-7420/,Core i5-1145G7,8GB,SSD 256GB,Intel Iris Xe Graphics,14 inch Full HD,100 %,1.3kg,4 Cell 63Whr,DELL
HP 15 – DY2795,13900000,https://techcare.vn/wp-content/uploads/2022/07/hp-15-dy2795-11.jpg,https://techcare.vn/san-pham/laptop-hp-15-dy2795/,Core i5-1135G7,8GB,SSD 256GB,Intel Iris Xe Graphics,15.6 inch Full HD,100 %,1.74Kg,"3-cell, 41 Wh Li-ion",HP
Dell Inspiron 5401,11800000,https://techcare.vn/wp-content/uploads/2022/08/dell-inspiron-5401-15.jpg,https://techcare.vn/san-pham/dell-inspiron-5401/,Core i5-1035G1,8GB,SSD 256GB,Nvidia GeForce MX330 2GB,14 inch Full HD,99%,1.4 kg,56Wh,DELL
Dell Inspiron N5493,10900000,https://techcare.vn/wp-content/uploads/2022/08/dell-inspiron-n5493-15.jpg,https://techcare.vn/san-pham/laptop-dell-inspiron-n5493/,Core i5-1035G1,8GB,SSD 256GB,Nvidia GeForce MX230 2GB DDR5,14 inch Full HD,99%,1.42 kg,"3-Cell, 42 WHr",DELL
Dell Inspiron 3511,10900000,https://techcare.vn/wp-content/uploads/2021/12/dell-inspiron-3511-2-300x300.jpg,https://techcare.vn/san-pham/dell-inspiron-3511/,Core i3-1115G4,4GB,SSD 120GB,Intel Iris Xe Graphics,15.6 inch Full HD,100 %,1.96kg,3 Cell-41Wh,DELL
Alienware M15 R7,51200000,https://techcare.vn/wp-content/uploads/2021/08/alienware-m15-r7-300x300.jpg,https://techcare.vn/san-pham/alienware-m15-r7/,Core i7-12700H,16GB,SSD 1TB,Nvidia GeForce RTX 3060 6GB,15.6 inch QHD,100 %,,3 Cell 56WHr Li-ion polymer,ALIENWARE
Asus Rog Zephyrus G15 GA503,38500000,https://techcare.vn/wp-content/uploads/2021/08/asus-rog-zephyrus-g15-ga503-300x300.jpg,https://techcare.vn/san-pham/asus-rog-zephyrus-g15-ga503/,AMD Ryzen 9 6900HS,16GB,SSD 512GB,Nvidia GeForce RTX 3060 6GB,15.6 inch WQHD,New Outled,,"4-cell, 90WHrs Li-ion",ASUS
Dell Gaming G16 7620,31500000,https://techcare.vn/wp-content/uploads/2022/08/dell-gaming-g16-7620.jpg,https://techcare.vn/san-pham/laptop-dell-gaming-g16-7620/,Core i7-12700H,16GB,SSD 512GB,Nvidia GeForce RTX 3060 6GB,16 inch QHD+,100 %,2.65 kg,"6 cells, 81-Wh",DELL
Dell Inspiron 5430,21600000,https://techcare.vn/wp-content/uploads/2022/07/dell-inspiron-5430.jpg,https://techcare.vn/san-pham/laptop-dell-inspiron-5430/,Core i5-1340P,16GB,SSD 512GB,Intel Iris Xe Graphics,14 inch FHD+,100 %,1.59 kg,4-Cell Battery,DELL
Dell Vostro 5310,15500000,https://techcare.vn/wp-content/uploads/2022/08/dell-vostro-5310-7-300x300.png,https://techcare.vn/san-pham/dell-vostro-5310/,Core i5-11300H,16GB,SSD 512GB,Intel Iris Xe Graphics,13.3 inch 2.5K,100 %,"1,2Kg","4-Cell, 54WHr (pin liền)",DELL
Dell Latitude 5310,12900000,https://techcare.vn/wp-content/uploads/2021/06/dell-latitude-5310-10-300x300.jpg,https://techcare.vn/san-pham/dell-latitude-5310/,Core i5-10310U,8GB,SSD 256GB,Intel HD Graphics 620,13.3 inch Full HD,99%,1.24 kg,4 Cell 68Whr,DELL
Dell Inspiron 14 5418,15800000,https://techcare.vn/wp-content/uploads/2022/07/dell-inspiron-14-5418-10-300x300.jpg,https://techcare.vn/san-pham/dell-inspiron-14-5418/,Core i5-11320H,16GB,SSD 512GB,Intel Iris Xe Graphics,14 inch Full HD,100 %,1.43kg,4 cell 54 Whr,DELL
Asus ROG Strix G15 G513RC HN090W,22500000,https://techcare.vn/wp-content/uploads/2022/08/asus-rog-strix-g15-g513rc-hn090w-10.jpg,https://techcare.vn/san-pham/asus-rog-strix-g15-g513qe-wh96/,AMD Ryzen 7-6800H,8GB,SSD 512GB,Nvidia GeForce RTX 3050 4GB,15.6 inch Full HD,New Outled,,,ASUS
Dell Latitude 3420,11200000,https://techcare.vn/wp-content/uploads/2021/04/dell-latitude-3420-11-300x300.jpg,https://techcare.vn/san-pham/dell-latitude-3420/,Core i3-1115G4,4GB,SSD 256GB,Intel UHD Graphics,14 inch HD,100 %,1.52 kg,"3 Cell, 41Whr",DELL
Acer Predator Helios 300 2022,28500000,https://techcare.vn/wp-content/uploads/2022/07/acer-predator-helios-300-2022-15.jpg,https://techcare.vn/san-pham/laptop-acer-predator-helios-300-2022/,Core i7-12700H,16GB,SSD 512GB,Nvidia GeForce RTX 3060 6GB,15.6 inch Full HD,New Outled,~2.59 kg,4-cell 90Wh,ACER
Lenovo Ideapad Gaming 3 15IAH7,25900000,https://techcare.vn/wp-content/uploads/2022/07/lenovo-ideapad-gaming-3-15iah7-15.jpg,https://techcare.vn/san-pham/laptop-lenovo-ideapad-gaming-3-15iah7/,Core i5-12500H,16GB,SSD 512GB,Nvidia GeForce RTX 3050Ti 4GB,15.6 inch Full HD,100 %,2.315 kg,60Wh,LENOVO
Hp Victus 16,16500000,https://techcare.vn/wp-content/uploads/2022/08/hp-victus-16-15.jpg,https://techcare.vn/san-pham/hp-victus-16-amd/,AMD Ryzen 5 5600H,8GB,SSD 512GB,NVIDIA GEFORCE RTX 1650 4GB,16.1 inch Full HD,New Outled,,4 Cell 70WHr Li-ion polymer,HP
Lenovo Legion 5 15ACH6H,25700000,https://techcare.vn/wp-content/uploads/2022/08/lenovo-legion-5-15ach6h-18-300x300.jpg,https://techcare.vn/san-pham/lenovo-legion-5-15ach6h/,AMD Ryzen 7-5800H,8GB,SSD 512GB,Nvidia GeForce RTX 3050Ti 4GB,15.6 inch Full HD,New Outled,2.4 kg,,LENOVO
Asus Tuf A15 FA507RE-HN007W,20800000,https://techcare.vn/wp-content/uploads/2022/08/asus-tuf-a15-fa507re-hn007w.jpg,https://techcare.vn/san-pham/laptop-asus-tuf-a15-fa507re-hn007w/,AMD Ryzen 7-6800H,8GB,SSD 512GB,Nvidia GeForce RTX 3050Ti 4GB,15.6 inch Full HD,New Outled,2.2Kg,"4 Cell, 90WHrs",ASUS
Acer Nitro 5 2021 AN515-57,14300000,https://techcare.vn/wp-content/uploads/2020/06/acer-nitro-5-2021-an515-55-300x300.jpg,https://techcare.vn/san-pham/acer-nitro-5-an515-55-53ag/,Core i5-11400H,8GB,SSD 256GB,Nvidia GeForce GTX 1650 4GB,15.6 inch Full HD,New Outled,2.45 kg,4 cell,ACER
Asus TUF FX516PM HN023T,20700000,https://techcare.vn/wp-content/uploads/2022/03/asus-tuf-fx516p-5-300x300.png,https://techcare.vn/san-pham/asus-tuf-fx516p/,Core i7-11370H,16GB,SSD 512GB,Nvidia GeForce RTX 3060 6GB & Intel UHD Graphics,15.6 inch Full HD,New Outled,2 kg,4 Cell 76Whr,ASUS
Lenovo Ideapad Gaming 3,20500000,https://techcare.vn/wp-content/uploads/2022/07/lenovo-ideapad-gaming-3-300x300.jpg,https://techcare.vn/san-pham/lenovo-ideapad-gaming-3/,Core i7-11370H,8GB,SSD 512GB,Nvidia GeForce RTX 3050 4GB,15.6 inch Full HD,100 %,2.25 kg,3 Cell 45WH,LENOVO
Lenovo IdeaPad 5 Pro 16IHU6,17900000,https://techcare.vn/wp-content/uploads/2021/08/lenovo-ideapad-5-pro-16ihu6-300x300.jpg,https://techcare.vn/san-pham/lenovo-ideapad-5-pro-16ihu6/,Core i5-11300H,8GB,SSD 512GB,Nvidia Geforce MX450 2GB,16 inch WQXGA,100 %,1.9 kg,"75Wh, 4 cell",LENOVO
Asus TUF Dash F15 FX516PC HN001T,17900000,https://techcare.vn/wp-content/uploads/2022/08/asus-tuf-dash-f15-fx516pc-hn001t.jpg,https://techcare.vn/san-pham/laptop-asus-tuf-dash-f15-fx516pc-hn001t/,Core i5-11300H,8GB,SSD 512GB,Nvidia GeForce RTX 3050 4GB,15.6 inch Full HD,New Outled,2 kg,4 Cell – 76Wh,ASUS
Asus ROG Strix G513QC HN015T,16800000,https://techcare.vn/wp-content/uploads/2022/08/asus-gaming-rog-strix-g513qc-hn015t-10-300x300.jpg,https://techcare.vn/san-pham/asus-gaming-rog-strix-g513qc-hn015t/,AMD Ryzen 7-4800H,8GB,SSD 512GB,Nvidia GeForce GTX 1650 4GB,15.6 inch Full HD,New Outled,2.3 kg,4 Cell 56WHrs,ASUS
HP Victus 15-fa0031dx,16400000,https://techcare.vn/wp-content/uploads/2021/07/hp-victus-15-fa0031dx-300x300.jpg,https://techcare.vn/san-pham/hp-victus-15-fa0031dx/,Core i5-12450H,8GB,SSD 512GB,Nvidia GeForce GTX 1650 4GB,15.6 inch Full HD,100 %,2.29 kg,3-cell 52.5 Wh Li-ion polymer,HP
Dell Inspiron 5515,14800000,https://techcare.vn/wp-content/uploads/2021/07/dell-inspiron-5515-9-300x300.jpg,https://techcare.vn/san-pham/dell-inspiron-5515/,AMD Ryzen 5 5500U,8GB,SSD 256GB,AMD Radeon Graphics,15.6 inch Full HD,New Outled,1.634kg,4 Cells/ 54Whs,DELL
Acer Aspire Gaming A715-42G-R05G,13900000,https://techcare.vn/wp-content/uploads/2022/07/acer-aspire-gaming-a715-42g-r05g-8.jpg,https://techcare.vn/san-pham/laptop-acer-aspire-gaming-a715-42g-r05g/,AMD Ryzen 5 5500U,8GB,SSD 512GB,NVIDIA GEFORCE RTX 1650 4GB,15.6 inch Full HD,New Outled,2.1kg,4 Cell 48Wh,ACER
Dell Inspiron 16 5620,17200000,https://techcare.vn/wp-content/uploads/2022/08/dell-inspiron-16-5620.jpg,https://techcare.vn/san-pham/laptop-dell-inspiron-16-5620/,Core i5-1240P,16GB,SSD 512GB,Intel Iris Xe Graphics,16.0 inch FHD+,100 %,1.87kg,4 Cell 54Wh,DELL
Dell XPS 13 9310,19300000,https://techcare.vn/wp-content/uploads/2021/06/dell-xps-13-9310-17-300x300.png,https://techcare.vn/san-pham/dell-xps-13-9310/,Core i5-1135G7,8GB,SSD 256GB,Intel Iris Xe Graphics,13.4 inch Full HD,New Outled,,51WHr,DELL
Dell Inspiron 7415,15900000,https://techcare.vn/wp-content/uploads/2021/07/dell-inspiron-7415-9-300x300.png,https://techcare.vn/san-pham/dell-inspiron-7415/,AMD Ryzen 5 5500U,8GB,SSD 256GB,AMD Radeon Graphics,14 inch Full HD,100 %,1.6 kg,3 cells,DELL
Dell Inspiron 5402,15700000,https://techcare.vn/wp-content/uploads/2021/07/dell-inspiron-5402-10-300x300.png,https://techcare.vn/san-pham/dell-inspiron-5402/,Core i5-1135G7,8GB,SSD 512GB,Intel Iris Xe Graphics,14 inch Full HD,100 %,1.4kg,"4Cell, 53WHr",DELL
Dell Latitude 5511,15600000,https://techcare.vn/wp-content/uploads/2021/06/dell-latitude-5511-300x300.jpg,https://techcare.vn/san-pham/dell-latitude-5511/,Core i7-10850H,8GB,SSD 512GB,Intel HD Graphics,15.6 inch Full HD,99%,,4 Cell 68Whr,DELL
Lenovo Thinkpad L14 Gen 1,12500000,https://techcare.vn/wp-content/uploads/2022/08/lenovo-thinkpad-l14-gen-1.jpg,https://techcare.vn/san-pham/lenovo-thinkpad-l14-gen-2/,AMD Ryzen 5 PRO 4650U,8GB,SSD 256GB,Intel UHD Graphics,14 inch Full HD,99%,1.58kg,6 cell,LENOVO
Dell Inspiron 5310,15500000,https://techcare.vn/wp-content/uploads/2021/09/dell-inspiron-5310-17-300x300.jpg,https://techcare.vn/san-pham/dell-inspiron-5310/,Core i5-11320H,16GB,SSD 512GB,Intel Iris Xe Graphics,13.3 inch 2K,100 %,1.28kg,"4-cell Li-ion, 54 Wh",DELL
